original_index,positive_sentences,integrated_sentences,doi
61/300,"This pump energy is above the calculated band gap energy of 2.08 eV. The signal amplitude maximum is close to the X0 resonance, which is expected for a Kerr ellipticity resonance curve.51,53 The slight red shift can be explained through the pump laser induced carrier densities and a resulting band gap renormalization.54 For all following TRKE measurements, a probe laser energy of 1.89 eV is used.","At a sample temperature of 6 K and a fixed pump energy of 2.17 eV, the probe energy was varied from 1.8 to 2.1 eV, as shown in Figure 3c. This pump energy is above the calculated band gap energy of 2.08 eV. The signal amplitude maximum is close to the X0 resonance, which is expected for a Kerr ellipticity resonance curve.51,53 The slight red shift can be explained through the pump laser induced carrier densities and a resulting band gap renormalization.54 For all following TRKE measurements, a probe laser energy of 1.89 eV is used.",86/10.1021/acsnano.3c09001
63/300,Figure 3d shows exemplary Kerr traces for pump energies of 2.08 eV (at the calculated band gap) and 2.17 eV (90 meV above the calculated band gap).,"Having found the optimal probe energy, we also tested the influence of the pump energy. Figure 3d shows exemplary Kerr traces for pump energies of 2.08 eV (at the calculated band gap) and 2.17 eV (90 meV above the calculated band gap).",86/10.1021/acsnano.3c09001
66/300,"We note that this observation is in contrast to a previous study by Todd et al., where a pronounced decrease in spin relaxation time was observed as excess energy was increased.36 For all the following TRKE measurements, the pump energy was kept fixed at 2.08 eV to obtain the optimum signal-to-noise ratio.","This indicates that energy relaxation does not induce additional spin relaxation in the energy range. We note that this observation is in contrast to a previous study by Todd et al., where a pronounced decrease in spin relaxation time was observed as excess energy was increased.36 For all the following TRKE measurements, the pump energy was kept fixed at 2.08 eV to obtain the optimum signal-to-noise ratio.",86/10.1021/acsnano.3c09001
68/300,"(1) In our PL measurements, we can clearly associate the observed emission with the radiative recombination of excitons based on the emission energy, which is about 200 meV below the single-particle band gap.","In order to compare the TRΔR and TRKE data to the (time-resolved) PL measurements, we need to consider important differences between the measured signals, as follows. (1) In our PL measurements, we can clearly associate the observed emission with the radiative recombination of excitons based on the emission energy, which is about 200 meV below the single-particle band gap.",86/10.1021/acsnano.3c09001
70/300,"The dynamics of the PL signal are therefore, e.g., sensitive to scattering of excitons out of the light cone and backscattering of high-momentum excitons back into the light cone, as well as formation of dark excitons.","For the radiative recombination process, energy and momentum conservation applies, so that only excitons with a very small center-of-mass momentum (within the so-called light cone) can radiatively recombine and contribute to the PL signal. The dynamics of the PL signal are therefore, e.g., sensitive to scattering of excitons out of the light cone and backscattering of high-momentum excitons back into the light cone, as well as formation of dark excitons.",86/10.1021/acsnano.3c09001
71/300,"(2) In our pump−probe measurements, we drive interband transitions at the band gap with our pump pulse, while probing close to the exciton resonance with our probe pulse and either tracking its change of intensity or its change of ellipticity as a function of time delay.","The dynamics of the PL signal are therefore, e.g., sensitive to scattering of excitons out of the light cone and backscattering of high-momentum excitons back into the light cone, as well as formation of dark excitons. (2) In our pump−probe measurements, we drive interband transitions at the band gap with our pump pulse, while probing close to the exciton resonance with our probe pulse and either tracking its change of intensity or its change of ellipticity as a function of time delay.",86/10.1021/acsnano.3c09001
73/300,"This state filling can occur via single carriers in the valence or conduction band or via bound electron−hole pairs (excitons), so that the differential reflectivity and ellipticity signals cannot be unambiguously attributed to excitons or single carriers, even when the probe energy is tuned to the excitonic transition.","In either case, changes to the probe pulse are related to a bleaching of the absorption at the probe energy due to state filling and resultant Pauli blocking. This state filling can occur via single carriers in the valence or conduction band or via bound electron−hole pairs (excitons), so that the differential reflectivity and ellipticity signals cannot be unambiguously attributed to excitons or single carriers, even when the probe energy is tuned to the excitonic transition.",86/10.1021/acsnano.3c09001
87/300,(c) Maximum Kerr rotation signal amplitude for pumping at 2.17 eV while the probe energy is varied from below the exciton resonance to slightly above the band gap.,(b) Sign flip of Kerr rotation signal trace with change of excitation helicity. (c) Maximum Kerr rotation signal amplitude for pumping at 2.17 eV while the probe energy is varied from below the exciton resonance to slightly above the band gap.,86/10.1021/acsnano.3c09001
88/300,"Exciton and band gap energies are marked with X0 and Eg, respectively.","(c) Maximum Kerr rotation signal amplitude for pumping at 2.17 eV while the probe energy is varied from below the exciton resonance to slightly above the band gap. Exciton and band gap energies are marked with X0 and Eg, respectively.",86/10.1021/acsnano.3c09001
89/300,(d) Kerr rotation signal traces for excitation laser energies at the band gap (2.08 eV) and off-resonantly above the gap (2.17 eV).,"Exciton and band gap energies are marked with X0 and Eg, respectively. (d) Kerr rotation signal traces for excitation laser energies at the band gap (2.08 eV) and off-resonantly above the gap (2.17 eV).",86/10.1021/acsnano.3c09001
90/300,"The probe laser energy is kept resonant to X0 at 1.89 eV. ACS Nano www.acsnano.org Article https://doi.org/10.1021/acsnano.3c09001 ACS Nano 2023, 17, 25459−25467 25462the rapid decay of the TRKE signal on time scales well below the exciton recombination measured in TRPL and the photocarrier dynamics measured by TRΔR, we can infer that the TRKE signal is dominated by the spin polarization of excitons.","(d) Kerr rotation signal traces for excitation laser energies at the band gap (2.08 eV) and off-resonantly above the gap (2.17 eV). The probe laser energy is kept resonant to X0 at 1.89 eV. ACS Nano www.acsnano.org Article https://doi.org/10.1021/acsnano.3c09001 ACS Nano 2023, 17, 25459−25467 25462the rapid decay of the TRKE signal on time scales well below the exciton recombination measured in TRPL and the photocarrier dynamics measured by TRΔR, we can infer that the TRKE signal is dominated by the spin polarization of excitons.",86/10.1021/acsnano.3c09001
111/300,"With these qualitatively different temperature dependences, our observa- Figure 4. (a) Selected TRKE (solid) and TRΔR (dotted) traces of a temperature series measured from 5.2 to 300 K. Excitation and probe laser energies are fixed at 2.08 and 1.89 eV, respectively.","Additionally, however, an increase in energy and center-of-mass momentum will also increase the effective field and corresponding precession frequency ΩK, partially compensating the decreasing momentum scattering time and potentially leading to a complex, nonmonotonous temperature dependence of the spin relaxation time. With these qualitatively different temperature dependences, our observa- Figure 4. (a) Selected TRKE (solid) and TRΔR (dotted) traces of a temperature series measured from 5.2 to 300 K. Excitation and probe laser energies are fixed at 2.08 and 1.89 eV, respectively.",86/10.1021/acsnano.3c09001
119/300,"Such a discrepancy can be expected, as the TRPL dynamics strongly depend on exciton center-of-mass momentum, while TRΔR probes the individual occupation of conduction and valence bands at the probe energy and is thus rather insensitive to the temperature-dependent exciton−phonon scattering processes discussed above.","However, we do observe an increase of both time constants when comparing the measurements at 100 and 150 K, followed by a decrease of both time constants as the temperature is increased further, qualitatively matching the behavior observed in TRPL, albeit not as pronounced. Such a discrepancy can be expected, as the TRPL dynamics strongly depend on exciton center-of-mass momentum, while TRΔR probes the individual occupation of conduction and valence bands at the probe energy and is thus rather insensitive to the temperature-dependent exciton−phonon scattering processes discussed above.",86/10.1021/acsnano.3c09001
122/300,"Here, two well-studied yet very different examples are semiconductor quantum wells based on direct gap semiconductors like GaAs and monolayers of transition metal dichalcogenides (TMDCs).","It is interesting to contrast the dynamics observed in our perovskite samples with those of other 2D systems. Here, two well-studied yet very different examples are semiconductor quantum wells based on direct gap semiconductors like GaAs and monolayers of transition metal dichalcogenides (TMDCs).",86/10.1021/acsnano.3c09001
139/300,PL and Transmission.,"All optical measurements were per- formed in a flow cryostat with a temperature variability from 4 to 300 K. Inherent to this cooling technique, the sample was kept under a vacuum for the whole measurement time and thus protected from environmental degradation by oxygen and water. PL and Transmission.",86/10.1021/acsnano.3c09001
140/300,"For the steady-state PL measurements, the sample was excited with a 2.33 eV continuous-wave diode-pumped solid-state laser using a power of 10 nW, focused to a diffraction limited spot size of about 1 μm.","PL and Transmission. For the steady-state PL measurements, the sample was excited with a 2.33 eV continuous-wave diode-pumped solid-state laser using a power of 10 nW, focused to a diffraction limited spot size of about 1 μm.",86/10.1021/acsnano.3c09001
141/300,"The sample was cooled to a temperature of 6 K. The PL light emitted by the sample was collected using the same objective, filtered through a 560 nm (2.21 eV) long- pass filter, and analyzed with a combination of a spectrometer and a charge-coupled device.","For the steady-state PL measurements, the sample was excited with a 2.33 eV continuous-wave diode-pumped solid-state laser using a power of 10 nW, focused to a diffraction limited spot size of about 1 μm. The sample was cooled to a temperature of 6 K. The PL light emitted by the sample was collected using the same objective, filtered through a 560 nm (2.21 eV) long- pass filter, and analyzed with a combination of a spectrometer and a charge-coupled device.",86/10.1021/acsnano.3c09001
150/300,"The time-resolved PL was measured with a 3.06 eV pulsed diode laser, a 10 MHz repetition rate, and an excitation power of 10 nW. The temporal pulse width of the laser used in that power regime was around 50 ps, so the instrument response function was mostly defined by the detection.","The whole setup was inside a helium exchange dip stick inside a He Dewar. The time-resolved PL was measured with a 3.06 eV pulsed diode laser, a 10 MHz repetition rate, and an excitation power of 10 nW. The temporal pulse width of the laser used in that power regime was around 50 ps, so the instrument response function was mostly defined by the detection.",86/10.1021/acsnano.3c09001
153/300,"Each system emitted with a pulse repetition rate of 80 MHz (pulse repetition period of 12.5 ns), a spectral width of 6 meV, a pulse duration of about 210 fs, and a tunable energy range from 480 to 700 nm (1.77−2.58 eV).","In our TRKE-TRΔR setup, two separately energetically tunable pulsed lasers (Toptica: femtoFiberPro) were ACS Nano www.acsnano.org Article https://doi.org/10.1021/acsnano.3c09001 ACS Nano 2023, 17, 25459−25467 25464used, one for the pump and the other for the probe laser beam. Each system emitted with a pulse repetition rate of 80 MHz (pulse repetition period of 12.5 ns), a spectral width of 6 meV, a pulse duration of about 210 fs, and a tunable energy range from 480 to 700 nm (1.77−2.58 eV).",86/10.1021/acsnano.3c09001
189/300,"(13) Zhai, Y.; Baniya, S.; Zhang, C.; Li, J.; Haney, P.; Sheng, C.-X.; Ehrenfreund, E.; Vardeny, Z. V. Giant Rashba splitting in 2D organic- inorganic halide perovskites measured by transient spectroscopies.","ACS Applied Materials & Interfaces 2022, 14, 29744−29753. (13) Zhai, Y.; Baniya, S.; Zhang, C.; Li, J.; Haney, P.; Sheng, C.-X.; Ehrenfreund, E.; Vardeny, Z. V. Giant Rashba splitting in 2D organic- inorganic halide perovskites measured by transient spectroscopies.",86/10.1021/acsnano.3c09001
200/300,"(19) Sirbu, D.; Balogun, F. H.; Milot, R. L.; Docampo, P. Layered Perovskites in Solar Cells: Structure, Optoelectronic Properties, and Device Design.","ChemSusChem 2019, 12, 1560−1575. (19) Sirbu, D.; Balogun, F. H.; Milot, R. L.; Docampo, P. Layered Perovskites in Solar Cells: Structure, Optoelectronic Properties, and Device Design.",86/10.1021/acsnano.3c09001
204/300,Scaling law for excitons in 2D perovskite quantum wells.,"Journal of Semiconductors 2017, 38, 011002. (21) Blancon, J.-C. Scaling law for excitons in 2D perovskite quantum wells.",86/10.1021/acsnano.3c09001
206/300,"(22) Eperon, G. E.; Hörantner, M. T.; Snaith, H. J. Metal halide perovskite tandem and multiple-junction photovoltaics.","Nature Communications 2018, 9, 2254. (22) Eperon, G. E.; Hörantner, M. T.; Snaith, H. J. Metal halide perovskite tandem and multiple-junction photovoltaics.",86/10.1021/acsnano.3c09001
208/300,"(23) Cao, D. H.; Stoumpos, C. C.; Farha, O. K.; Hupp, J. T.; Kanatzidis, M. G. 2D Homologous Perovskites as Light-Absorbing Materials for Solar Cell Applications. J. Am. Chem.","Nature Reviews Chemistry 2017, 1, 0095. (23) Cao, D. H.; Stoumpos, C. C.; Farha, O. K.; Hupp, J. T.; Kanatzidis, M. G. 2D Homologous Perovskites as Light-Absorbing Materials for Solar Cell Applications. J. Am. Chem.",86/10.1021/acsnano.3c09001
212/300,"(25) Blancon, J.-C.; Even, J.; Stoumpos, C. C.; Kanatzidis, M. G.; Mohite, A. D. Semiconductor physics of organic−inorganic 2D halide perovskites.","Science 2017, 355, 1288−1292. (25) Blancon, J.-C.; Even, J.; Stoumpos, C. C.; Kanatzidis, M. G.; Mohite, A. D. Semiconductor physics of organic−inorganic 2D halide perovskites.",86/10.1021/acsnano.3c09001
214/300,"(26) Yin, J.; Maity, P.; Xu, L.; El-Zohry, A. M.; Li, H.; Bakr, O. M.; Brédas, J.-L.; Mohammed, O. F. Layer-Dependent Rashba Band Splitting in 2D Hybrid Perovskites. Chem. Mater.","Nature Nanotechnology 2020, 15, 969−985. (26) Yin, J.; Maity, P.; Xu, L.; El-Zohry, A. M.; Li, H.; Bakr, O. M.; Brédas, J.-L.; Mohammed, O. F. Layer-Dependent Rashba Band Splitting in 2D Hybrid Perovskites. Chem. Mater.",86/10.1021/acsnano.3c09001
221/300,"(30) Chen, X.; Lu, H.; Wang, K.; Zhai, Y.; Lunin, V.; Sercel, P. C.; Beard, M. C. Tuning Spin-Polarized Lifetime in Two-Dimensional Metal−Halide Perovskite through Exciton Binding Energy. J. Am. Chem.","Nature Communications 2022, 13, 3320. (30) Chen, X.; Lu, H.; Wang, K.; Zhai, Y.; Lunin, V.; Sercel, P. C.; Beard, M. C. Tuning Spin-Polarized Lifetime in Two-Dimensional Metal−Halide Perovskite through Exciton Binding Energy. J. Am. Chem.",86/10.1021/acsnano.3c09001
223/300,"(31) Dyksik, M.; Wang, S.; Paritmongkol, W.; Maude, D. K.; Tisdale, W. A.; Baranowski, M.; Plochocka, P. Tuning the Excitonic Properties of the 2D (PEA)2(MA)n−1PbnI3n+1 Perovskite Family via Quantum Confinement.","Soc. 2021, 143, 19438−19445. (31) Dyksik, M.; Wang, S.; Paritmongkol, W.; Maude, D. K.; Tisdale, W. A.; Baranowski, M.; Plochocka, P. Tuning the Excitonic Properties of the 2D (PEA)2(MA)n−1PbnI3n+1 Perovskite Family via Quantum Confinement.",86/10.1021/acsnano.3c09001
230/300,"(35) Chen, X.; Lu, H.; Li, Z.; Zhai, Y.; Ndione, P. F.; Berry, J. J.; Zhu, K.; Yang, Y.; Beard, M. C. Impact of Layer Thickness on the Charge Carrier and Spin Coherence Lifetime in Two-Dimensional Layered Perovskite Single Crystals.","Nature Communications 2017, 8, 376. (35) Chen, X.; Lu, H.; Li, Z.; Zhai, Y.; Ndione, P. F.; Berry, J. J.; Zhu, K.; Yang, Y.; Beard, M. C. Impact of Layer Thickness on the Charge Carrier and Spin Coherence Lifetime in Two-Dimensional Layered Perovskite Single Crystals.",86/10.1021/acsnano.3c09001
238/300,"(39) Cheng, P.; Wang, P.; Xu, Z.; Jia, X.; Wei, Q.; Yuan, N.; Ding, J.; Li, R.; Zhao, G.; Cheng, Y.; Zhao, K.; Liu, S. F. Ligand-Size Related Dimensionality Control in Metal Halide Perovskites.","Nanomaterials 2019, 9, 1120. (39) Cheng, P.; Wang, P.; Xu, Z.; Jia, X.; Wei, Q.; Yuan, N.; Ding, J.; Li, R.; Zhao, G.; Cheng, Y.; Zhao, K.; Liu, S. F. Ligand-Size Related Dimensionality Control in Metal Halide Perovskites.",86/10.1021/acsnano.3c09001
245/300,"(43) Do, T. T. H.; Granados del Águila, A.; Xing, J.; Liu, S.; Xiong, Q. Direct and indirect exciton transitions in two-dimensional lead halide perovskite semiconductors.","(42) Optical Orientation; Meier, F., Zakharchenya, B. P., Eds.; North Holland: 1984. (43) Do, T. T. H.; Granados del Águila, A.; Xing, J.; Liu, S.; Xiong, Q. Direct and indirect exciton transitions in two-dimensional lead halide perovskite semiconductors.",86/10.1021/acsnano.3c09001
247/300,"(44) Baranowski, M.; Dyksik, M.; Płochocka, P. 2D Metal Halide Perovskites: A New Fascinating Playground for Exciton Fine Structure Investigations.","The Journal of Chemical Physics 2020, 153, 064705. (44) Baranowski, M.; Dyksik, M.; Płochocka, P. 2D Metal Halide Perovskites: A New Fascinating Playground for Exciton Fine Structure Investigations.",86/10.1021/acsnano.3c09001
250/300,The role of a dark exciton reservoir in the luminescence efficiency of two-dimensional tin iodide perovskites. J. Mater. Chem.,"(45) Folpini, G.; Cortecchia, D.; Petrozza, A.; Srimath Kandada, A. R. The role of a dark exciton reservoir in the luminescence efficiency of two-dimensional tin iodide perovskites. J. Mater. Chem.",86/10.1021/acsnano.3c09001
256/300,"(48) Hossain, R. F.; Min, M.; Ma, L.-C.; Sakri, S. R.; Kaul, A. B. Carrier photodynamics in 2D perovskites with solution-processed silver and graphene contacts for bendable optoelectronics.","ACS Photonics 2022, 9, 1375−1384. (48) Hossain, R. F.; Min, M.; Ma, L.-C.; Sakri, S. R.; Kaul, A. B. Carrier photodynamics in 2D perovskites with solution-processed silver and graphene contacts for bendable optoelectronics.",86/10.1021/acsnano.3c09001
272/300,"(56) Zhang, K.; Duan, J.; Liu, F.; Zhang, J.; Wang, H. Low- temperature-deposited SnO2 films for efficient planar CH3NH3PbI3 photovoltaics. J. Mater.","Phys. 2016, 18, 22557−22564. (56) Zhang, K.; Duan, J.; Liu, F.; Zhang, J.; Wang, H. Low- temperature-deposited SnO2 films for efficient planar CH3NH3PbI3 photovoltaics. J. Mater.",86/10.1021/acsnano.3c09001
273/300,"Sci. 2021, 56, 677−690. (57) Burgos-Caminal, A.; Socie, E.; Bouduban, M. E. F.; Moser, J.-E. Exciton and Carrier Dynamics in Two-Dimensional Perovskites.","(56) Zhang, K.; Duan, J.; Liu, F.; Zhang, J.; Wang, H. Low- temperature-deposited SnO2 films for efficient planar CH3NH3PbI3 photovoltaics. J. Mater. Sci. 2021, 56, 677−690. (57) Burgos-Caminal, A.; Socie, E.; Bouduban, M. E. F.; Moser, J.-E. Exciton and Carrier Dynamics in Two-Dimensional Perovskites.",86/10.1021/acsnano.3c09001
275/300,"(58) Garcia-Arellano, G.; Trippé-Allard, G.; Legrand, L.; Barisien, T.; Garrot, D.; Deleporte, E.; Bernardot, F.; Testelin, C.; Chamarro, M. Energy Tuning of Electronic Spin Coherent Evolution in Methylammonium Lead Iodide Perovskites.","The Journal of Physical Chemistry Letters 2020, 11, 7692−7701. (58) Garcia-Arellano, G.; Trippé-Allard, G.; Legrand, L.; Barisien, T.; Garrot, D.; Deleporte, E.; Bernardot, F.; Testelin, C.; Chamarro, M. Energy Tuning of Electronic Spin Coherent Evolution in Methylammonium Lead Iodide Perovskites.",86/10.1021/acsnano.3c09001
280/300,"(61) Dyakonov, M.; Perel, V. Spin orientation of electrons associated with interband absorption of light in semiconductors.","(60) Yafet, Y. In Solid State Physics; Seitz, F., Turnbull, D., Eds.; Academic Press: 1963; Vol. 14; p 2. (61) Dyakonov, M.; Perel, V. Spin orientation of electrons associated with interband absorption of light in semiconductors.",86/10.1021/acsnano.3c09001
289/300,"(66) Lagarde, D.; Bouet, L.; Marie, X.; Zhu, C. R.; Liu, B. L.; Amand, T.; Tan, P. H.; Urbaszek, B. Carrier and Polarization Dynamics in Monolayer MoS2. Phys. Rev. Lett. 2014, 112, 047401.","Rev. B 2016, 93, 205423. (66) Lagarde, D.; Bouet, L.; Marie, X.; Zhu, C. R.; Liu, B. L.; Amand, T.; Tan, P. H.; Urbaszek, B. Carrier and Polarization Dynamics in Monolayer MoS2. Phys. Rev. Lett. 2014, 112, 047401.",86/10.1021/acsnano.3c09001
292/300,"(68) Xiao, D.; Liu, G.-B.; Feng, W.; Xu, X.; Yao, W. Coupled Spin and Valley Physics in Monolayers of MoS2 and Other Group-VI Dichalcogenides. Phys. Rev. Lett. 2012, 108, 196802.","Rev. B 2014, 89, 201302. (68) Xiao, D.; Liu, G.-B.; Feng, W.; Xu, X.; Yao, W. Coupled Spin and Valley Physics in Monolayers of MoS2 and Other Group-VI Dichalcogenides. Phys. Rev. Lett. 2012, 108, 196802.",86/10.1021/acsnano.3c09001
293/300,"(69) Dey, P.; Yang, L.; Robert, C.; Wang, G.; Urbaszek, B.; Marie, X.; Crooker, S. A. Gate-Controlled Spin-Valley Locking of Resident Carriers in WSe2 Monolayers. Phys. Rev. Lett. 2017, 119, 137401.","(68) Xiao, D.; Liu, G.-B.; Feng, W.; Xu, X.; Yao, W. Coupled Spin and Valley Physics in Monolayers of MoS2 and Other Group-VI Dichalcogenides. Phys. Rev. Lett. 2012, 108, 196802. (69) Dey, P.; Yang, L.; Robert, C.; Wang, G.; Urbaszek, B.; Marie, X.; Crooker, S. A. Gate-Controlled Spin-Valley Locking of Resident Carriers in WSe2 Monolayers. Phys. Rev. Lett. 2017, 119, 137401.",86/10.1021/acsnano.3c09001
294/300,"(70) Li, J.; Goryca, M.; Yumigeta, K.; Li, H.; Tongay, S.; Crooker, S. A. Valley relaxation of resident electrons and holes in a monolayer semiconductor: Dependence on carrier density and the role of substrate-induced disorder. Phys. Rev. Mater. 2021, 5, 044001.","(69) Dey, P.; Yang, L.; Robert, C.; Wang, G.; Urbaszek, B.; Marie, X.; Crooker, S. A. Gate-Controlled Spin-Valley Locking of Resident Carriers in WSe2 Monolayers. Phys. Rev. Lett. 2017, 119, 137401. (70) Li, J.; Goryca, M.; Yumigeta, K.; Li, H.; Tongay, S.; Crooker, S. A. Valley relaxation of resident electrons and holes in a monolayer semiconductor: Dependence on carrier density and the role of substrate-induced disorder. Phys. Rev. Mater. 2021, 5, 044001.",86/10.1021/acsnano.3c09001
295/300,"(71) Stoumpos, C. C.; Cao, D. H.; Clark, D. J.; Young, J.; Rondinelli, J. M.; Jang, J. I.; Hupp, J. T.; Kanatzidis, M. G. Ruddlesden−Popper Hybrid Lead Iodide Perovskite 2D Homologous Semiconductors. Chem. Mater.","(70) Li, J.; Goryca, M.; Yumigeta, K.; Li, H.; Tongay, S.; Crooker, S. A. Valley relaxation of resident electrons and holes in a monolayer semiconductor: Dependence on carrier density and the role of substrate-induced disorder. Phys. Rev. Mater. 2021, 5, 044001. (71) Stoumpos, C. C.; Cao, D. H.; Clark, D. J.; Young, J.; Rondinelli, J. M.; Jang, J. I.; Hupp, J. T.; Kanatzidis, M. G. Ruddlesden−Popper Hybrid Lead Iodide Perovskite 2D Homologous Semiconductors. Chem. Mater.",86/10.1021/acsnano.3c09001
75/245,"The CSL extends to smaller am, but we are mainly interested in am > 5.5 nm, which corresponds to θm ≲3.5◦where the moiré band ﬁllings are fully tunable by the electrical gating [39].","The topological nature of the CSL is identiﬁed as the ν = 1/2 SU(2)1 Laughlin state through the ﬂux insertion simulations and the entanglement spectrum. The CSL extends to smaller am, but we are mainly interested in am > 5.5 nm, which corresponds to θm ≲3.5◦where the moiré band ﬁllings are fully tunable by the electrical gating [39].",143/10.1103/PhysRevB.109.165109
121/245,Previous studies [27] have found a ﬁnite spin gap of the nonmagnetic CSL without the Zeeman term.,"Thus, phase boundaries between the PP-CSL and the stripe phase can be determined by the ﬂux insertion as well as the entanglement spectrum. Previous studies [27] have found a ﬁnite spin gap of the nonmagnetic CSL without the Zeeman term.",143/10.1103/PhysRevB.109.165109
123/245,"The spin gap in the bulk is almost the same for different Lx, showing little ﬁnite-size effect.","We also obtain the spin-1 gap as s = E0(Stotal z = 1) −E0(Stotal z = 0) in the nonmagnetic CSL, which can be used to determine the spin response to the Zeeman ﬁeld and partial polarization of the state in the thermodynamic limit. The spin gap in the bulk is almost the same for different Lx, showing little ﬁnite-size effect.",143/10.1103/PhysRevB.109.165109
130/245,"We ﬁnd that the bulk spin gap is smaller in the whole CSL regime, thus the CSL always has partial spin polarization.","partially polarized. We ﬁnd that the bulk spin gap is smaller in the whole CSL regime, thus the CSL always has partial spin polarization.",143/10.1103/PhysRevB.109.165109
132/245,The CSL with stripelike polarization and gapless spin excitation is distinctly different from the gapped nonmagnetic CSL identiﬁed in the previous work [27].,"For example, at am = 5.6 nm, B = 15 T a ﬁnite stripelike magnetization in the z direction appears with 1 N  x,y(−1)xSz x,y ≈0.027; see SM [52] for more details on the magnetization. The CSL with stripelike polarization and gapless spin excitation is distinctly different from the gapped nonmagnetic CSL identiﬁed in the previous work [27].",143/10.1103/PhysRevB.109.165109
188/245,"[29] C. Kuhlenkamp, W. Kadow, A. Imamoglu, and M. Knap, Tunable topological order of pseudo spins in semiconductor heterostructures, arXiv:2209.05506.","[28] Y.-H. Zhang, D. N. Sheng, and A. Vishwanath, SU(4) chiral spin liquid, exciton supersolid, and electric detection in moiré bilayers, Phys. Rev. Lett. 127, 247701 (2021). [29] C. Kuhlenkamp, W. Kadow, A. Imamoglu, and M. Knap, Tunable topological order of pseudo spins in semiconductor heterostructures, arXiv:2209.05506.",143/10.1103/PhysRevB.109.165109
201/245,"[41] Y. Tang, L. Li, T. Li, Y. Xu, S. Liu, K. Barmak, K. Watanabe, T. Taniguchi, A. H. MacDonald, J. Shan, and K. F. Mak, Simulation of Hubbard model physics in WSe2/WS2 moiré superlattices, Nature (London) 579, 353 (2020).","[40] F. Wu, T. Lovorn, E. Tutuc, I. Martin, and A. H. MacDonald, Topological insulators in twisted transition metal dichalco- genide homobilayers, Phys. Rev. Lett. 122, 086402 (2019). [41] Y. Tang, L. Li, T. Li, Y. Xu, S. Liu, K. Barmak, K. Watanabe, T. Taniguchi, A. H. MacDonald, J. Shan, and K. F. Mak, Simulation of Hubbard model physics in WSe2/WS2 moiré superlattices, Nature (London) 579, 353 (2020).",143/10.1103/PhysRevB.109.165109
227/245,"[58] J. Förste, N. V. Tepliakov, S. Y. Kruchinin, J. Lindlau, V. Funk, M. Förg, K. Watanabe, T. Taniguchi, A. S. Baimuratov, and A. Högele, Exciton g-factors in monolayer and bilayer WSe2 from experiment and theory, Nat. Commun. 11, 4539 (2020).","Rev. B 92, 041105 (2015). [58] J. Förste, N. V. Tepliakov, S. Y. Kruchinin, J. Lindlau, V. Funk, M. Förg, K. Watanabe, T. Taniguchi, A. S. Baimuratov, and A. Högele, Exciton g-factors in monolayer and bilayer WSe2 from experiment and theory, Nat. Commun. 11, 4539 (2020).",143/10.1103/PhysRevB.109.165109
249/477,"PBE shows a small degree of underestima- tion (except Ca), whereas modTPSS shows a similar extent of overestimation.","The PBE and modTPSS show an opposite trend. PBE shows a small degree of underestima- tion (except Ca), whereas modTPSS shows a similar extent of overestimation.",39/10.1063/1.5047863
4/308,"The ARPES measurements show that the conduction band crosses the Fermi level for pristine Bi2Te3, and the Dirac point of the TSSs and bulk-derived valence bands indicated a shift to lower binding energy upon Pd doping in a rigid-band-like way up to x ∼0.10.","Hall measurement shows the crossover from n-type charge carriers in pristine Bi2Te3 to p-type charge carriers upon Pd doping. The ARPES measurements show that the conduction band crosses the Fermi level for pristine Bi2Te3, and the Dirac point of the TSSs and bulk-derived valence bands indicated a shift to lower binding energy upon Pd doping in a rigid-band-like way up to x ∼0.10.",139/10.1103/PhysRevB.105.115120
5/308,"Based on the comparison of the parameters obtained from the SdH and ARPES measurements, the reduction in the kF value in the magnetotransport measurements is likely due to the band bending induced by the Schottky barrier.","The ARPES measurements show that the conduction band crosses the Fermi level for pristine Bi2Te3, and the Dirac point of the TSSs and bulk-derived valence bands indicated a shift to lower binding energy upon Pd doping in a rigid-band-like way up to x ∼0.10. Based on the comparison of the parameters obtained from the SdH and ARPES measurements, the reduction in the kF value in the magnetotransport measurements is likely due to the band bending induced by the Schottky barrier.",139/10.1103/PhysRevB.105.115120
7/308,TIs are characterized by gapless topological surface states (TSSs) that are located inside the bulk band gap.,DOI: 10.1103/PhysRevB.105.115120 I. INTRODUCTION Topological insulators (TIs) are one of the most excit- ing and studied systems in contemporary condensed-matter physics. TIs are characterized by gapless topological surface states (TSSs) that are located inside the bulk band gap.,139/10.1103/PhysRevB.105.115120
8/308,"The TSSs remain gapless under the perturbation conserving the topological number, which is calculated based on the symme- try properties of the wave functions in the bulk [1,2].","TIs are characterized by gapless topological surface states (TSSs) that are located inside the bulk band gap. The TSSs remain gapless under the perturbation conserving the topological number, which is calculated based on the symme- try properties of the wave functions in the bulk [1,2].",139/10.1103/PhysRevB.105.115120
12/308,"Angle-resolved photoemission spectroscopy (ARPES) and scanning tunneling microscopy studies have directly revealed a Dirac-cone-like TSS in the bulk band gap [6,7].","TIs exhibit a variety of exotic electronic transport properties such as nonsaturating linear magnetoresistance, the low-ﬁeld weak antilocalization (WAL) effect, Shubnikov–de Haas (SdH) oscillations, and high car- rier mobility [5]. Angle-resolved photoemission spectroscopy (ARPES) and scanning tunneling microscopy studies have directly revealed a Dirac-cone-like TSS in the bulk band gap [6,7].",139/10.1103/PhysRevB.105.115120
