passage,sentence,doi,material,value,unit,material_valid,value_valid,unit_valid
"The energy band gaps of the VCClBr monolayer as a function of applied electric field along +z and z directions by using GGA + SOC are plotted in Fig. 7. The gap increases with increasing +z directional E, while increasing z directional E reduces the gap.","The gap increases with increasing +z directional E, while increasing z directional E reduces the gap.",98/10.1039/D2CP02724K,VCClBr monolayer,None,None,1,0,0
"View Article Online19970 |  Phys. Chem. Chem. Phys., 2022, 24, 19965–19974 This journal is © the Owner Societies 2022 dependence of the gap on L/L0.","Phys., 2022, 24, 19965–19974 This journal is © the Owner Societies 2022 dependence of the gap on L/L0.",98/10.1039/D2CP02724K,None,None,None,0,0,0
"In2O3 crystallizes in a stable phase with a bixbyite structure and a cubic crystal symmetry. Similarly to other transparent semiconducting oxides, In2O3 is classified as a wide bandgap (2.9 eV) material.1 When doped with tin, In2O3 shows high electrical conductivity.2–4 These properties lend In2O3 to applications in transparent electrodes,5–8 gas sensing,9–11 nanowire technology,12 high-voltage transistors,13–15 Schottky diodes,16,17 and ultraviolet light emitting devices,18–21 for example.","Similarly to other transparent semiconducting oxides, In2O3 is classified as a wide bandgap (2.9 eV) material.1 When doped with tin, In2O3 shows high electrical conductivity.2–4 These properties lend In2O3 to applications in transparent electrodes,5–8 gas sensing,9–11 nanowire technology,12 high-voltage transistors,13–15 Schottky diodes,16,17 and ultraviolet light emitting devices,18–21 for example.",115/10.1063/5.0052848,In2O3,2.9,eV,1,1,1
"The small binding energy of only −32 meV per Si atom also indicates the possibility to separate silicene from the solid Ar(111) substrate. In addition, a band gap of 11 meV and a signiﬁcant splitting of the energy levels due to spin-orbit coupling are observed.","In addition, a band gap of 11 meV and a signiﬁcant splitting of the energy levels due to spin-orbit coupling are observed.",19/10.1088/1367-2630/16/6/065001,silicene,11,meV,1,1,1
"Without SOC we obtain for silicene the characteristic linear dispersion of the π and π* bands around the K point [1], reﬂecting massless Dirac fermions. The inclusion of SOC opens a band gap of 2 meV, which is small, but much larger than in the case of graphene New J. Phys. 16 (2014) 065001 S Sattar et al 3 Figure 1.","The inclusion of SOC opens a band gap of 2 meV, which is small, but much larger than in the case of graphene New J. Phys. 16 (2014) 065001 S Sattar et al 3 Figure 1.",19/10.1088/1367-2630/16/6/065001,"silicene (note: graphene is also mentioned, but the band gap value is specifically given for silicene)

Alternatively, if you'd like to acknowledge both materials mentioned in relation to band gaps (one with a value, one for comparison):

 silicene, graphene 

However, adhering strictly to your request for a single answer as the material ""for which the **band gap** is given"":

silicene",2,meV,1,1,1
"For the combined ArSi system, the band structure and DOS are presented in ﬁgure 4. Without vdW interaction and without SOC we obtain again a band gap of 2 meV, indicating the minor inﬂuence of the substrate despite the fact that the interlayer spacing between Ar and Si is large.","Without vdW interaction and without SOC we obtain again a band gap of 2 meV, indicating the minor inﬂuence of the substrate despite the fact that the interlayer spacing between Ar and Si is large.",19/10.1088/1367-2630/16/6/065001,"ArSi system (note: this appears to be a composite/system rather than a single material, but based on your request, here is the closest match)

Alternatively, if you're looking for individual material components:
 
* Argon (Ar)
* Silicon (Si)",2,meV,1,1,1
"Without vdW interaction and without SOC we obtain again a band gap of 2 meV, indicating the minor inﬂuence of the substrate despite the fact that the interlayer spacing between Ar and Si is large. SOC splits the bands near the K point, one forming a perfect Dirac cone and one showing a band gap of 2 meV.","SOC splits the bands near the K point, one forming a perfect Dirac cone and one showing a band gap of 2 meV.",19/10.1088/1367-2630/16/6/065001,"None (Note: The text mentions elements ""Ar"" (Argon) and ""Si"" (Silicon), but it doesn't explicitly state a compound material name; it seems to refer to an interface or a system involving these elements rather than a singular named material.)","2 
2 (Note: Since you asked for a single number and there are two instances of the same value, I'll provide both as per your format, but in a real scenario, this would be an opportunity to clarify the request. For strict adherence, I'll revise my response as follows)

2",meV,0,1,1
"The band structure and DOS of solid Ar (mg: midgap). Figure 3. The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.","The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.",19/10.1088/1367-2630/16/6/065001,Solid Ar,None,-,0,0,1
"The band structure and DOS of solid Ar (mg: midgap). Figure 3. The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.","The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.",19/10.1088/1367-2630/16/6/065001,Silicene (w/o SOC),None,-,0,0,1
"The band structure and DOS of solid Ar (mg: midgap). Figure 3. The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.","The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.",19/10.1088/1367-2630/16/6/065001,Silicene (with SOC),2,meV,0,1,1
"The band structure and DOS of solid Ar (mg: midgap). Figure 3. The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.","The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC.",19/10.1088/1367-2630/16/6/065001,ArSi/Ar/Si Interface,None*,-,0,0,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (w/o vdW, w/o SOC)",None,-,0,0,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (w/o vdW, with SOC)",2g (exact value not provided),meV,0,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (with vdW, w/o SOC)",11,meV,1,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (with vdW, with SOC)",10,meV,1,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,ArSi/Ar/Si Substrate Energy Difference,-3,meV,0,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"*Note: The last row is included as it mentions an energy value, but it's not a band gap value. If you'd like to exclude it since the question specifically asks for band gaps, here is the revised table:",None,None,0,0,0
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,,None,None,0,0,0
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,**Material**,**Value**,**Unit**,0,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,---,---,---,0,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (w/o vdW, w/o SOC)",None,-,0,0,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (w/o vdW, with SOC)",2g (exact value not provided),meV,0,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (with vdW, w/o SOC)",11,meV,0,1,1
"The band structure and DOS of silicene without vdW interaction (no band gap without SOC and = E 2 g meV with SOC).energy − − ( ) E E E 2 ArSi Ar Si per Si atom between silicene and the substrate amounts to −3 meV, both without and with SOC. Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.",Switching on the vdW interaction enhances the band gap to 11 meV without and 10 meV with SOC.,19/10.1088/1367-2630/16/6/065001,"Silicene (with vdW, with SOC)",10,meV,0,1,1
"EXPERIMENTAL FEATURES The spherical expansion coefficients can also be used to com- pute equivariant features and kernels,22,79 as well as higher-body- order invariants.14,19 This evaluation is easily and efficiently achieved with an external library, as it is done in the current implementa- tion72 of the N-body iterative contraction of equivariant (NICE) framework.23 Furthermore, librascal contains experimental FIG. 10. Assessment of the performance of a GAP model for bulk silicon.",Assessment of the performance of a GAP model for bulk silicon.,114/10.1063/5.0044689,Silicon,None,None,1,0,0
The energies E1 and E2 of the Weyl nodes W1 and W2 in TaP are determined by band structure calculations [44] and by ARPES measurements [45]. The theoretical DOS roughly follows g ∼ε at ε up to approximately 0.3 eV FIG.,The theoretical DOS roughly follows g ∼ε at ε up to approximately 0.3 eV FIG.,190/10.1103/PhysRevX.11.041029,TaP,None,eV,1,0,1
"The spin polarization of the surface states decreases signiﬁcantly in the vicinity of ¯ and ¯Y. This could be due to the inﬂuence of other underlying surface states (∼0.4 eV at ¯ and ¯Y), which also have a large contribution from the surface Bi atoms with spin orientations opposite to those of the “upper” states.","This could be due to the inﬂuence of other underlying surface states (∼0.4 eV at ¯ and ¯Y), which also have a large contribution from the surface Bi atoms with spin orientations opposite to those of the “upper” states.",165/10.1103/PhysRevB.98.075431,"None (Note: ""Bi"" is mentioned, indicating Bismuth, but it's referred to as ""surface Bi atoms"", implying it might be a compound or alloy, not pure Bismuth. Without more context, it's safest to say ""None"" for the material name in its complete form) 

Alternate response if you'd like to interpret ""Bi"" as sufficient:
Bi (Bismuth)",0.4,eV,0,1,1
"As shown in Figs. 7(a) and 7(b), the surface bands on Bi/InAs(110)-(2 × 1) can be ﬁt well with a parabola. From the surface-band dispersion [Figs. 7(a), 7(b) and 2], the Kramers degeneracy points (crossing points) along kx are 0.36 (0.14) eV at ¯ ( ¯Y), and the top of the surface bandsliesat0.07(0.04)eVatkx = ±0.105(0.055) ˚A−1 around FIG.","From the surface-band dispersion [Figs. 7(a), 7(b) and 2], the Kramers degeneracy points (crossing points) along kx are 0.36 (0.14) eV at ¯ ( ¯Y), and the top of the surface bandsliesat0.07(0.04)eVatkx = ±0.105(0.055) ˚A−1 around FIG.",165/10.1103/PhysRevB.98.075431,"Bi/InAs(110)-(2 × 1) 

*Note: This is a specific surface structure of the material, with Bi and InAs being the constituent elements/materials.* 

(Simplified answer if you'd like:
Bi/InAs)","None 

*Note: The provided values (0.36, 0.14, 0.07, 0.04) are related to energy levels (eV), but none are explicitly stated as the **band gap** value in the text.*","None 

*Implication: The unit ""eV"" is present for energy values, but since **band gap** isn't explicitly mentioned, the unit for **band gap** specifically is considered ""None""*",1,0,0
"The maximum of the Rashba parameter αR is along ¯- ¯X (5.5 eV ˚A). Although it is still “giant” along ¯Y- ¯M, the value (3.6 eV ˚A) is smaller than that along ¯- ¯X. This could be due to the slight modiﬁcations of the surface Bi orbitals.","Although it is still “giant” along ¯Y- ¯M, the value (3.6 eV ˚A) is smaller than that along ¯- ¯X. This could be due to the slight modiﬁcations of the surface Bi orbitals.",165/10.1103/PhysRevB.98.075431,"None (Note: ""Bi"" is mentioned, which might imply Bismuth, but it's referred to as ""surface Bi orbitals"", not explicitly stating the material as Bismuth or a Bismuth compound) 

(If leniency is allowed, a possible alternative answer could be: **Bismuth** (implied, not explicit))",None,None,0,0,0
"The energy EF plays the role of the Fermi level. Here, Udot564 meV and Eg is the band gap of the QD. ~b!","Here, Udot564 meV and Eg is the band gap of the QD. ~b!",147/10.1103/PhysRevB.67.241307,QD (Quantum Dot),None,None,1,0,0
(b) The phonon dispersion from the SW potential is exactly the same as that from the VFF model. A ðeVÞ r ðÅÞ B ðÅ 4Þ rmin ðÅÞ rmax ðÅÞ Sc-Te 4.630 1.050 34.879 0.0 3.761 Table 23.,A ðeVÞ r ðÅÞ B ðÅ 4Þ rmin ðÅÞ rmax ðÅÞ Sc-Te 4.630 1.050 34.879 0.0 3.761 Table 23.,199/10.5772/intechopen.71929,Sc-Te,4.630,eV,1,1,1
(b) The VFF model (blue lines) and the SW potential (red lines) give the same phonon dispersion for single-layer 1H-TiTe2 along ΓMKΓ. A ðeVÞ r ðÅÞ B ðÅ 4Þ rmin ðÅÞ rmax ðÅÞ Ti-Te 4.414 1.173 28.596 0.0 3.648 Table 27.,A ðeVÞ r ðÅÞ B ðÅ 4Þ rmin ðÅÞ rmax ðÅÞ Ti-Te 4.414 1.173 28.596 0.0 3.648 Table 27.,199/10.5772/intechopen.71929,"None (since no band gap is mentioned for any material) 
**Alternate Answer if interpreting differently:** 
1H-TiTe2 (but note: no band gap is explicitly given for this material in the text)",None,"eV (implied, not directly associated with ""band gap"", but present in the table header) 
**Corrected Answer:** None (since eV is not explicitly linked to band gap in the text)",0,0,0
(b) The VFF model (blue lines) and the SW potential (red lines) give the same phonon dispersion for single-layer 1H-VTe2 along ΓMKΓ. A ðeVÞ r ðÅÞ B ðÅ 4Þ rmin ðÅÞ rmax ðÅÞ VdTe 5.410 1.112 25.032 0.0 3.520 Table 43.,A ðeVÞ r ðÅÞ B ðÅ 4Þ rmin ðÅÞ rmax ðÅÞ VdTe 5.410 1.112 25.032 0.0 3.520 Table 43.,199/10.5772/intechopen.71929,"None (since band gap isn't explicitly given for any material) 

**Alternate interpretation if assuming association with ""A (eV)"" column:**
VdTe (but this is speculative, as the text doesn't explicitly state it's the band gap)",None,"eV (implied, but not directly associated with ""band gap""; if strict: None) 
 Strict answer: **None**",0,0,0
"We have suggested two options to differentiate these angles by implementing some additional constraints in LAMMPS, which can be accomplished by modifying the source file of LAMMPS [13, 14]. According to our experience, it is not so convenient for some users to A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) CrdSe 6.581 1.012 16.043 0.0 3.156 Table 55.","According to our experience, it is not so convenient for some users to A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) CrdSe 6.581 1.012 16.043 0.0 3.156 Table 55.",199/10.5772/intechopen.71929,CrdSe,None,(eV),1,0,1
(b) The phonon dispersion from the SW potential is exactly the same as that from the VFF model. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) ScdS 3.516 1.443 19.531 0.0 3.450 Table 151.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) ScdS 3.516 1.443 19.531 0.0 3.450 Table 151.,199/10.5772/intechopen.71929,None,None,eV,0,0,1
(b) The phonon dispersion from the SW potential is exactly the same as that from the VFF model. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) MndSe 3.422 1.153 16.314 0.0 3.220 Table 195.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) MndSe 3.422 1.153 16.314 0.0 3.220 Table 195.,199/10.5772/intechopen.71929,MndSe,3.422,eV,1,1,1
The Poisson’s ratio from the VFF model and the SW potential is νxy ¼ νyx ¼ 0:19. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) MndTe 4.007 1.246 22.499 0.0 3.488 Table 199.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) MndTe 4.007 1.246 22.499 0.0 3.488 Table 199.,199/10.5772/intechopen.71929,MndTe,4.007,eV,1,1,1
The VFF model for single-layer 1T-NbTe2. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) NbdTe 3.123 1.094 29.437 0.0 3.640 Table 243.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) NbdTe 3.123 1.094 29.437 0.0 3.640 Table 243.,199/10.5772/intechopen.71929,"1T-NbTe2 (Note: ""NbdTe"" might seem related, but based on the prompt, it appears ""1T-NbTe2"" is the primary material mentioned)",3.123,eV,1,1,1
"The fitted Young’s modulus value is about 10% smaller than the ab initio result of 104 N/m [48], as only short-range interactions are considered in the present work. The A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) ModSe 2.201 1.017 20.463 0.0 3.331 Table 251.",The A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) ModSe 2.201 1.017 20.463 0.0 3.331 Table 251.,199/10.5772/intechopen.71929,None,None,"eV (implied, but not directly associated with ""band gap"" in the text; technically: None for direct association) 

**Corrected Answer as per instruction**
None",0,0,0
The VFF model for single-layer 1T-MoTe2. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) ModTe 2.597 1.068 27.720 0.0 3.582 Table 255.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) ModTe 2.597 1.068 27.720 0.0 3.582 Table 255.,199/10.5772/intechopen.71929,"1T-MoTe2 (note: ""ModTe"" is also mentioned, but in context, it seems to be a column header rather than the material name; assuming the question refers to the primary material mentioned) 

 Alternative answer if interpretation differs:
 
1T-MoTe2 / ModTe (ambiguous)
 
 Clarified answer based on original instruction for strict format compliance:
 
1T-MoTe2",2.597,eV,1,1,1
The VFF model for single-layer 1T-TcSe2. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) TcdSe 2.355 0.925 19.723 0.0 3.267 Table 263.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) TcdSe 2.355 0.925 19.723 0.0 3.267 Table 263.,199/10.5772/intechopen.71929,"1T-TcSe2 (Note: 'TcdSe' might seem related, but based on context, it appears to be a column header, not the material name)

Alternatively, if interpreted strictly as requested:
 
1T-TcSe2",2.355,eV,1,1,1
We use LAMMPS to perform MD simulations for the mechanical behavior of the single-layer 1T-WSe2 under uniaxial tension at 1 and 300 K. Figure 160 shows the stress-strain curve for the tension of a single-layer 1T-WSe2 of dimension 100  100 Å. Periodic boundary conditions are applied in both armchair and zigzag directions. The single-layer 1T-WSe2 is stretched A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) WdSe 1.885 1.013 20.186 0.0 3.320 Table 323.,The single-layer 1T-WSe2 is stretched A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) WdSe 1.885 1.013 20.186 0.0 3.320 Table 323.,199/10.5772/intechopen.71929,"WdSe (Note: **Initially thought of 1T-WSe2, but the value is actually listed under ""WdSe""**) 

 Corrected Answer: 
WdSe",None,eV,1,0,1
Three-body SW potential parameters for single-layer 1T-WTe2 used by GULP [8] as expressed in Eq. (4). A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) WdTe 1.924 1.075 27.376 0.0 3.575 Table 327.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) WdTe 1.924 1.075 27.376 0.0 3.575 Table 327.,199/10.5772/intechopen.71929,"WdTe (Note: Text mentions ""1T-WTe2"" initially, but the value is listed under ""WdTe"", assuming a typographical inconsistency)",1.924,eV,1,1,1
Some representative parameters for the SW potential used by LAMMPS are listed in Table 337. A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) RedSe 2.866 0.896 20.001 0.0 3.265 Table 335.,A (eV) r (Å) B (Å4) rmin (Å) rmax (Å) RedSe 2.866 0.896 20.001 0.0 3.265 Table 335.,199/10.5772/intechopen.71929,None,None,"(eV) *next to ""A""* 
 Corrected Answer: 
eV (implied for ""A"", not explicitly confirmed as band gap unit) 

Revised to match requested format:
eV",0,0,1
"The present results have a potential impact on the design of optoelectronic devices at a nanometer-length scale. DOI: 10.1103/PhysRevB.88.115309 PACS number(s): 81.07.−b, 81.16.Nd, 68.35.Gy, 73.30.+y I. INTRODUCTION The introduction of SiGe heterostructures into mainstream Si technology has been identiﬁed as a possible solution to overcome the physical limitations of Si by opening new degrees of freedom via band structure engineering.1,2 Much work has also been devoted to ﬁnding the best deposition or fabrication strategy with which to apply tensile strain to pure Ge structures in order to reduce the energy difference gap = Edir gap −Eindir gap = 140 meV between the direct Edir gap and indirect Eindir gap band gaps,3–5 thus favoring population inversion and eventually lasing.6 A large tensile strain is necessary for enhanced gap shrinkage, and for the same lattice deformation, biaxial strain is more effective than uniaxial strain,7 possibly due to the larger hydrostatic component, which signiﬁcantly affects the shift of the valence and conduction band states.","DOI: 10.1103/PhysRevB.88.115309 PACS number(s): 81.07.−b, 81.16.Nd, 68.35.Gy, 73.30.+y I. INTRODUCTION The introduction of SiGe heterostructures into mainstream Si technology has been identiﬁed as a possible solution to overcome the physical limitations of Si by opening new degrees of freedom via band structure engineering.1,2 Much work has also been devoted to ﬁnding the best deposition or fabrication strategy with which to apply tensile strain to pure Ge structures in order to reduce the energy difference gap = Edir gap −Eindir gap = 140 meV between the direct Edir gap and indirect Eindir gap band gaps,3–5 thus favoring population inversion and eventually lasing.6 A large tensile strain is necessary for enhanced gap shrinkage, and for the same lattice deformation, biaxial strain is more effective than uniaxial strain,7 possibly due to the larger hydrostatic component, which signiﬁcantly affects the shift of the valence and conduction band states.",22/10.1103/PhysRevB.88.115309,"Ge (Note: SiGe is also mentioned, but the **band gap** value is specifically associated with ""pure Ge structures"") 

Alternate answer if you'd like to acknowledge both:
Ge (primarily), SiGe (mentioned in context) 

If strict adherence to format is required and assuming the primary material is the one sought:
Ge","140 
(Note: Since you asked for multiple **band gap** values initially, here are the individual gaps if they were provided, but since only the difference is given, the others are marked as ""None"")

* **Direct Band Gap (Edir gap)**: None
* **Indirect Band Gap (Eindir gap)**: None
* **Difference between Direct and Indirect Band Gaps (Δgap)**: 140",meV,1,0,1
"(a) and (b) Background-subtracted Ge 3d and Si 2p core level XPEEM images (FoV is ∼12 μm) of the nanostripe array; Ge 3d and Si 2p photoe- mission spectra extracted on a single nanostripe (black squares) ﬁtted with Voigt line shape components (solid lines; insets). In the case of the Ge 3d spectrum, two spin-orbit split structures separated by 0.6 ± 0.1 eV and with a branching ratio of ∼1.5 have been considered.","In the case of the Ge 3d spectrum, two spin-orbit split structures separated by 0.6 ± 0.1 eV and with a branching ratio of ∼1.5 have been considered.",22/10.1103/PhysRevB.88.115309,"None (Note: The text mentions ""Ge"" which is Germanium, but it does not explicitly mention the band gap for Ge or any other material, the mentioned value is related to spin-orbit split structures) 

Alternative response considering the context:
Germanium (Ge) (with the clarification that the value mentioned isn't confirmed as a band gap in the original question's context)",None,"eV (Note: This is technically incorrect since the question specifically asks for the unit of **band gap**, which isn't present in the text. A more accurate response would be):

None",0,0,0
Both the LUMO + 1s and LUMO + 2s broaden appreciably and develop satellite structures but remain unoccupied. Of particular note is the pronounced satellite peak at the energy of about 0.5 eV in the PDOS on the LUMO + 1s.,Of particular note is the pronounced satellite peak at the energy of about 0.5 eV in the PDOS on the LUMO + 1s.,124/10.1088/1367-2630/12/6/063014,None,None,eV,0,0,1
"The energy of this satellite peak in the PDOS at the 0 point is close to the onset of about 0.6 and 0.7 eV of the free-electron-like band (P2 state) observed in 2PPE [9] and STS [8], respectively. We note that the energy increases slightly to 0.6 eV when using the GGA for the geometry obtained in the LDA.",We note that the energy increases slightly to 0.6 eV when using the GGA for the geometry obtained in the LDA.,124/10.1088/1367-2630/12/6/063014,None,0.6,eV,0,1,1
"The energy of this satellite peak in the PDOS at the 0 point is close to the onset of about 0.6 and 0.7 eV of the free-electron-like band (P2 state) observed in 2PPE [9] and STS [8], respectively. We note that the energy increases slightly to 0.6 eV when using the GGA for the geometry obtained in the LDA.",We note that the energy increases slightly to 0.6 eV when using the GGA for the geometry obtained in the LDA.,124/10.1088/1367-2630/12/6/063014,None,0.7,eV,0,1,1
"The energy of this satellite peak in the PDOS at the 0 point is close to the onset of about 0.6 and 0.7 eV of the free-electron-like band (P2 state) observed in 2PPE [9] and STS [8], respectively. We note that the energy increases slightly to 0.6 eV when using the GGA for the geometry obtained in the LDA.",We note that the energy increases slightly to 0.6 eV when using the GGA for the geometry obtained in the LDA.,124/10.1088/1367-2630/12/6/063014,None,0.6,eV,0,1,1
"This crucial dependence of the Eliashberg function on the E2g phonon frequency demonstrates the need of having both an accurate determination of  and of the phonon frequencies to describe superconducting properties. Second, in our work there is substantial more weight then in previous works11,38 in the 90–100 meV region.","Second, in our work there is substantial more weight then in previous works11,38 in the 90–100 meV region.",155/10.1103/PhysRevB.82.165111,None,None,"None (for **band gap**, as it's not mentioned; note: meV is unit for energy range mentioned, but not explicitly for band gap) 

(formally correct answer)
None",0,0,0
