original_index,positive_sentences,integrated_sentences,doi
72/223,Analysing the band-structure plots (not shown) one notices that the N(2p) states are separated at the X symmetry point by a gap from the Sm(5d) states which are the dominant character of the bottom of the minority spin conduction band.,The N(2p) states are seen to dominate the top of the valence band in the minority spin channel. Analysing the band-structure plots (not shown) one notices that the N(2p) states are separated at the X symmetry point by a gap from the Sm(5d) states which are the dominant character of the bottom of the minority spin conduction band.,18/10.1088/0953-8984/27/11/115503
76/223,"[7] (with and without broken cubic symmetry), predict a zero gap in the majority spin band.","For SmN, however, our calculations, and alsoMagnetism and electronic structure calculation of SmN 5 those of Ref. [7] (with and without broken cubic symmetry), predict a zero gap in the majority spin band.",18/10.1088/0953-8984/27/11/115503
77/223,"Furthermore, there is evidence of some spectral weight at the bottom of the XES spectra, which was associated with the hybridization between N(2p) states and the highest occupied Sm(4f) states in agreement with LSDA+U band structure calculations.","[7] (with and without broken cubic symmetry), predict a zero gap in the majority spin band. Furthermore, there is evidence of some spectral weight at the bottom of the XES spectra, which was associated with the hybridization between N(2p) states and the highest occupied Sm(4f) states in agreement with LSDA+U band structure calculations.",18/10.1088/0953-8984/27/11/115503
109/223,Both conﬁgurations exhibit gaps in the band structure.,"Both the parallel and anti-parallel arrangements of the samarium magnetic moments are presented, corresponding to the ferro and anti-ferromagnetic ordering. Both conﬁgurations exhibit gaps in the band structure.",18/10.1088/0953-8984/27/11/115503
111/223,"For the ferromagnetic conﬁguration the indirect gap is formed between the Γ point and k = (−0.33 0.00 0.12)-point, and has a size of about 0.01 meV.","However, we must note that the Sm(5d) band falls below the Fermi energy at the F point for the parallel alignment (left panel of Figure 3), so this phase is in fact a semimetal, in agreement with Larson et al. [7]. For the ferromagnetic conﬁguration the indirect gap is formed between the Γ point and k = (−0.33 0.00 0.12)-point, and has a size of about 0.01 meV.",18/10.1088/0953-8984/27/11/115503
113/223,(color online) Computed band structures of SmN within the LSDA+U approach including spin-orbit coupling for the parallel (left panel) and anti-parallel (right panel) conﬁgurations.,In the anti-ferromagneticMagnetism and electronic structure calculation of SmN 7 Figure 3. (color online) Computed band structures of SmN within the LSDA+U approach including spin-orbit coupling for the parallel (left panel) and anti-parallel (right panel) conﬁgurations.,18/10.1088/0953-8984/27/11/115503
115/223,"The size of the indirect gap is particularly signiﬁcant, since it can be compared directly with experiment.","conﬁguration the gap is formed between the Γ point and the k = (0.17 0.29 0.12)-point, and amounts to 0.40 meV. The size of the indirect gap is particularly signiﬁcant, since it can be compared directly with experiment.",18/10.1088/0953-8984/27/11/115503
116/223,Optical absorption measurements indicate the existence of a gap of about 0.7 eV [16].,"The size of the indirect gap is particularly signiﬁcant, since it can be compared directly with experiment. Optical absorption measurements indicate the existence of a gap of about 0.7 eV [16].",18/10.1088/0953-8984/27/11/115503
118/223,"In this case we still obtain a semiconductor, but with a narrower gap of about 0.21 eV. Thus, including SO in a self-consistent way in addition to the LDA+U approach leads to the correct ground state and the right tendency of gap increasing.","We note that we can also simulate the non-groundstate anti-ferromagnetic conﬁguration in the LSDA+U approach, without SO coupling. In this case we still obtain a semiconductor, but with a narrower gap of about 0.21 eV. Thus, including SO in a self-consistent way in addition to the LDA+U approach leads to the correct ground state and the right tendency of gap increasing.",18/10.1088/0953-8984/27/11/115503
120/223,An important role in the gap opening is played by the splitting of the 4f manifold within LSDA+U+SO approach.,The magnitude obtained by calculations is still underestimated in comparison with the experimental values by a factor of two. An important role in the gap opening is played by the splitting of the 4f manifold within LSDA+U+SO approach.,18/10.1088/0953-8984/27/11/115503
126/223,"The empty 4f bands occur about 1 eV above the Fermi energy, while the occupied 4f states are positioned at around 6 eV below it, for U = 8.22 eV. This splitting happens for both parallel and antiparallel alignment, as evident from Figure 3.","Results show that the 4f states are splitted. The empty 4f bands occur about 1 eV above the Fermi energy, while the occupied 4f states are positioned at around 6 eV below it, for U = 8.22 eV. This splitting happens for both parallel and antiparallel alignment, as evident from Figure 3.",18/10.1088/0953-8984/27/11/115503
144/223,These can be correlated with the contributions of Sm(5d) and N(2p) band polarizations resulting mainly from the hybridization with the Sm(4f) band. 4.,"Although the spin and orbital moments of Sm nearly cancel, ﬁnite values of SmN magnetizations can be obtained. These can be correlated with the contributions of Sm(5d) and N(2p) band polarizations resulting mainly from the hybridization with the Sm(4f) band. 4.",18/10.1088/0953-8984/27/11/115503
150/223,The full Brillouin zone was sampled with a Monkhorst-Pack grid of (24 24 24) k-points. Figure 4.,These parameters have been carefully checked to oﬀer a converged basis. The full Brillouin zone was sampled with a Monkhorst-Pack grid of (24 24 24) k-points. Figure 4.,18/10.1088/0953-8984/27/11/115503
151/223,(color online) Computed band structures of SmN within the LSDA+U approach including spin-orbit coupling by means of the FP-LMTO code RSPt.,The full Brillouin zone was sampled with a Monkhorst-Pack grid of (24 24 24) k-points. Figure 4. (color online) Computed band structures of SmN within the LSDA+U approach including spin-orbit coupling by means of the FP-LMTO code RSPt.,18/10.1088/0953-8984/27/11/115503
157/223,"In addition to the magnetic properties, we have also computed the electronic structure, which is reported in the left panel of Figure 4.","Although to a ﬁrst sight these values may look rather diﬀerent than those presented in the previous section, we have to keep in mind that in a FP code the muﬃn-tin spheres cannot overlap, and an important contribution to the magnetic moments may lay in the interstitial region. In addition to the magnetic properties, we have also computed the electronic structure, which is reported in the left panel of Figure 4.",18/10.1088/0953-8984/27/11/115503
159/223,"In fact the electronic structure obtained in a FP code presents semi-metallic character, similarly to what observed above for the FM phase.","Here one can see a major diﬀerence with respect to the data reported in Figure 3. In fact the electronic structure obtained in a FP code presents semi-metallic character, similarly to what observed above for the FM phase.",18/10.1088/0953-8984/27/11/115503
160/223,The presence of states within the gap changes considerably the physical picture related to the band structure with respect to the LMTO47 simulations.,"In fact the electronic structure obtained in a FP code presents semi-metallic character, similarly to what observed above for the FM phase. The presence of states within the gap changes considerably the physical picture related to the band structure with respect to the LMTO47 simulations.",18/10.1088/0953-8984/27/11/115503
162/223,"Indeed, we obtained very similar band structures (not shown) as those reported in the left panel of Figure 4.","To understand if this behavior is due to the ASA character or to more implementation speciﬁc details, we performed additional FP simulations with the LAPW code FLEUR [22]. Indeed, we obtained very similar band structures (not shown) as those reported in the left panel of Figure 4.",18/10.1088/0953-8984/27/11/115503
165/223,The problem of the absence of an energy gap has been discussed in detail by Larson et al. [7] for the ferromagnetic phase.,"On the one hand the FP simulations must be preferred for accuracy and reliability, on the other hand the experimental data seem to support the insulating solution obtained in ASA (see above). The problem of the absence of an energy gap has been discussed in detail by Larson et al. [7] for the ferromagnetic phase.",18/10.1088/0953-8984/27/11/115503
166/223,There the authors suggest that an insulating character can be obtained by means of an additional Hubbard correction for the Sm(5d) states.,The problem of the absence of an energy gap has been discussed in detail by Larson et al. [7] for the ferromagnetic phase. There the authors suggest that an insulating character can be obtained by means of an additional Hubbard correction for the Sm(5d) states.,18/10.1088/0953-8984/27/11/115503
167/223,"They determine a U parameter equal to 6.4 eV in order to ﬁx the experimental band gap of GdN, while J was set to zero for sake of simplicity.","There the authors suggest that an insulating character can be obtained by means of an additional Hubbard correction for the Sm(5d) states. They determine a U parameter equal to 6.4 eV in order to ﬁx the experimental band gap of GdN, while J was set to zero for sake of simplicity.",18/10.1088/0953-8984/27/11/115503
168/223,"With these parameters they obtain a semi-metallic solution for the FM phase of SmN,Magnetism and electronic structure calculation of SmN 10 where the indirect band gap is of about -0.15 eV. We have followed their strategy, and performed LSDA+U+SO simulations of the AFM phase with this setup.","They determine a U parameter equal to 6.4 eV in order to ﬁx the experimental band gap of GdN, while J was set to zero for sake of simplicity. With these parameters they obtain a semi-metallic solution for the FM phase of SmN,Magnetism and electronic structure calculation of SmN 10 where the indirect band gap is of about -0.15 eV. We have followed their strategy, and performed LSDA+U+SO simulations of the AFM phase with this setup.",18/10.1088/0953-8984/27/11/115503
169/223,The resulting band structure is reported in the right panel of Figure 4.,"With these parameters they obtain a semi-metallic solution for the FM phase of SmN,Magnetism and electronic structure calculation of SmN 10 where the indirect band gap is of about -0.15 eV. We have followed their strategy, and performed LSDA+U+SO simulations of the AFM phase with this setup. The resulting band structure is reported in the right panel of Figure 4.",18/10.1088/0953-8984/27/11/115503
170/223,"A band gap is now opened, analogously to what reported in Figure 3.","The resulting band structure is reported in the right panel of Figure 4. A band gap is now opened, analogously to what reported in Figure 3.",18/10.1088/0953-8984/27/11/115503
176/223,"In addition, the presence of SO coupling leads to and enlarged semiconducting gap.","The nearly linear ﬁeld dependence of the SmN magnetization, at 2 K, experimentally observed in a thin ﬁlm close to being stoichiometric, [13] is not in contradiction with AF ordering. In addition, the presence of SO coupling leads to and enlarged semiconducting gap.",18/10.1088/0953-8984/27/11/115503
177/223,"However, the magnitude of the gap is still underestimated, in comparison with the experimental measurements, an indication that the present LDA+U+SO calculations does not give a complete description.","In addition, the presence of SO coupling leads to and enlarged semiconducting gap. However, the magnitude of the gap is still underestimated, in comparison with the experimental measurements, an indication that the present LDA+U+SO calculations does not give a complete description.",18/10.1088/0953-8984/27/11/115503
179/223,A more physical description of the band gap can be obtained with an explicit Hubbard correction for the Sm(5d) states.,"Full-potential calculations show, in fact, that the observed gap arises mainly due to the restrictions imposed by the atomic-sphere approximation and not because of the Coulomb interaction. A more physical description of the band gap can be obtained with an explicit Hubbard correction for the Sm(5d) states.",18/10.1088/0953-8984/27/11/115503
183/223,"Anyway, once the band gap is present, possible metal-semiconductor transitions are expected upon doping or upon changing external conditions.","In this context, ASA simulations have the advantage of giving a physically correct solution without needing additional semi-empirical corrections. Anyway, once the band gap is present, possible metal-semiconductor transitions are expected upon doping or upon changing external conditions.",18/10.1088/0953-8984/27/11/115503
3/170,"The interplay between dif- ferent couplings strongly aﬀects the temperature band renormalization that is the result of a subtle equilibrium between opposite tendencies: band narrowing due to interaction with local modes, band widening due to electron coupling to non local modes.","Focus is on spectral and transport properties of these systems beyond perturbative approaches. The interplay between dif- ferent couplings strongly aﬀects the temperature band renormalization that is the result of a subtle equilibrium between opposite tendencies: band narrowing due to interaction with local modes, band widening due to electron coupling to non local modes.",21/10.1103/PhysRevB.84.014303
7/170,"At tem- peratures close or higher than 100K, the mobility µp of these systems exhibits a power-law behavior (µp ∼T −δ, with δ ≃2),2–4 which cannot be simply ascribed to band transport.5 Moreover, in some systems, starting from room temperature, there is a crossover from band-like to activated hopping behavior.6 For example, in naph- thalene and anthracene, along the a and b axis, there is a change in the temperature behavior of mobility, and, along the c axis, an activated regime takes place with a small activated gap of the order of 20meV .7 Moreover, in pentacene, above room temperature, the mobility shows an upturn with increasing temperature.2 Recently, many photoemission experiments have been performed in pentacene and rubrene.8–11 The quasi- particle energy dispersion does not exhibit a strong mass renormalization indicating moderate values of electron- phonon (el-ph) coupling.","Typically, in these materials, the in- duced doping is not very high (typically much smaller than one charge carrier for ten molecules), so that the mobility is analyzed in transport measurements. At tem- peratures close or higher than 100K, the mobility µp of these systems exhibits a power-law behavior (µp ∼T −δ, with δ ≃2),2–4 which cannot be simply ascribed to band transport.5 Moreover, in some systems, starting from room temperature, there is a crossover from band-like to activated hopping behavior.6 For example, in naph- thalene and anthracene, along the a and b axis, there is a change in the temperature behavior of mobility, and, along the c axis, an activated regime takes place with a small activated gap of the order of 20meV .7 Moreover, in pentacene, above room temperature, the mobility shows an upturn with increasing temperature.2 Recently, many photoemission experiments have been performed in pentacene and rubrene.8–11 The quasi- particle energy dispersion does not exhibit a strong mass renormalization indicating moderate values of electron- phonon (el-ph) coupling.",21/10.1103/PhysRevB.84.014303
8/170,"For pentacene, the band struc- ture is reduced only by about 15% going from 75K to 300K.","At tem- peratures close or higher than 100K, the mobility µp of these systems exhibits a power-law behavior (µp ∼T −δ, with δ ≃2),2–4 which cannot be simply ascribed to band transport.5 Moreover, in some systems, starting from room temperature, there is a crossover from band-like to activated hopping behavior.6 For example, in naph- thalene and anthracene, along the a and b axis, there is a change in the temperature behavior of mobility, and, along the c axis, an activated regime takes place with a small activated gap of the order of 20meV .7 Moreover, in pentacene, above room temperature, the mobility shows an upturn with increasing temperature.2 Recently, many photoemission experiments have been performed in pentacene and rubrene.8–11 The quasi- particle energy dispersion does not exhibit a strong mass renormalization indicating moderate values of electron- phonon (el-ph) coupling. For pentacene, the band struc- ture is reduced only by about 15% going from 75K to 300K.",21/10.1103/PhysRevB.84.014303
19/170,We will show that the interplay be-2 tween local and non local el-ph interactions is able to provide a very accurate description of the mobility and to shed light on the intricate mechanism of band narrow- ing with increasing temperature. II.,"To this aim, a one-dimensional model with coupling to intra- and inter-molecular modes has been analyzed. We will show that the interplay be-2 tween local and non local el-ph interactions is able to provide a very accurate description of the mobility and to shed light on the intricate mechanism of band narrow- ing with increasing temperature. II.",21/10.1103/PhysRevB.84.014303
72/170,"For large values of gIntra, the low temperature power-law part is strongly reduced and the activated behavior is followed by the residual scattering regime at very high T .29 In the variational approach, the crossover from band- like to hopping regime is marked by the value f = 1 on all the sites.","That occurs at temperatures slightly larger than 0.5t for gIntra = 1.3. For large values of gIntra, the low temperature power-law part is strongly reduced and the activated behavior is followed by the residual scattering regime at very high T .29 In the variational approach, the crossover from band- like to hopping regime is marked by the value f = 1 on all the sites.",21/10.1103/PhysRevB.84.014303
74/170,"More- over, at higher temperatures, where f = 1 is recovered, the activated gap ∆in the hopping mobility is not very large: ∆≃0.54t.","However, in the intermediate regime (for example gIntra = 1.3), at temperatures characterized by a metallic behavior, the calculation provides values of f smaller than unity (f of the order of 0.6) suggesting that the tunneling regime is reduced but still present. More- over, at higher temperatures, where f = 1 is recovered, the activated gap ∆in the hopping mobility is not very large: ∆≃0.54t.",21/10.1103/PhysRevB.84.014303
76/170,"As expected, with increasing gIntra, there is a reduction of the fundamental polaronic band with a transfer of spec- tral weight to high satellite bands appearing at multiples of the vibrational frequency ωIntra.29 -4 -2 0 2 4 6 0.00 0.05 0.10 0.15 0.20 0.25 0.30 0.35 0.40 0.45 0.50 Intra =2.0, g Intra =1.3 Inter =0.09      T=0.00  T=0.20  T=0.35  T=0.50 D FIG. 2.","In the inset of Fig. 1, we report the density of states at T = 0 for the same values of gIntra of the main ﬁgure. As expected, with increasing gIntra, there is a reduction of the fundamental polaronic band with a transfer of spec- tral weight to high satellite bands appearing at multiples of the vibrational frequency ωIntra.29 -4 -2 0 2 4 6 0.00 0.05 0.10 0.15 0.20 0.25 0.30 0.35 0.40 0.45 0.50 Intra =2.0, g Intra =1.3 Inter =0.09      T=0.00  T=0.20  T=0.35  T=0.50 D FIG. 2.",21/10.1103/PhysRevB.84.014303
86/170,"At T = 0, where the eﬀect of non local modes is weak, the lowest band is strongly renormalized at lower ener- gies and becomes narrower (about half of the bare band).","In Fig. 2, we report the density of states D for gIntra = 1.3 and λInter = 0.09 at diﬀerent temperatures. At T = 0, where the eﬀect of non local modes is weak, the lowest band is strongly renormalized at lower ener- gies and becomes narrower (about half of the bare band).",21/10.1103/PhysRevB.84.014303
87/170,The intrisic reduction of the bare band provides a simple and direct explanation of the diﬀerence in the bandwidth evidenced in the series of oligoacenes from naphthalene (eﬀective band of the order of 40meV ) to pentacene (ef- fective band of the order of 80meV ).,"At T = 0, where the eﬀect of non local modes is weak, the lowest band is strongly renormalized at lower ener- gies and becomes narrower (about half of the bare band). The intrisic reduction of the bare band provides a simple and direct explanation of the diﬀerence in the bandwidth evidenced in the series of oligoacenes from naphthalene (eﬀective band of the order of 40meV ) to pentacene (ef- fective band of the order of 80meV ).",21/10.1103/PhysRevB.84.014303
94/170,"Moreover, the band narrow- ing is strongly reduced in the presence of non local cou- pling.","Actually, any band shows a new small maximum due to the coupling to inter-molecular modes. Moreover, the band narrow- ing is strongly reduced in the presence of non local cou- pling.",21/10.1103/PhysRevB.84.014303
95/170,"In order to clarify this point, we notice that, for λInter = 0, the principal band at T = 0.35 is reduced of about 42% of the band at T = 0.","Moreover, the band narrow- ing is strongly reduced in the presence of non local cou- pling. In order to clarify this point, we notice that, for λInter = 0, the principal band at T = 0.35 is reduced of about 42% of the band at T = 0.",21/10.1103/PhysRevB.84.014303
96/170,"On the other hand, for λInter = 0.09, the principal band at T = 0.35 is re- duced of only 7% of the band at T = 0.","In order to clarify this point, we notice that, for λInter = 0, the principal band at T = 0.35 is reduced of about 42% of the band at T = 0. On the other hand, for λInter = 0.09, the principal band at T = 0.35 is re- duced of only 7% of the band at T = 0.",21/10.1103/PhysRevB.84.014303
97/170,The narrowing of the principal band results from a subtle equilibrium between the two opposite tendencies.,"On the other hand, for λInter = 0.09, the principal band at T = 0.35 is re- duced of only 7% of the band at T = 0. The narrowing of the principal band results from a subtle equilibrium between the two opposite tendencies.",21/10.1103/PhysRevB.84.014303
118/170,The band narrowing has a polaronic origin but it is strongly dependent on the non local el-ph coupling.,"Typically, this corresponds to a direction into the growth plane of the OFET on the substrate.2 The study of mobility in the other in-plane direction and out of plane is out of the aim of this study.6 V. CONCLUSIONS The interplay between local and non local el-ph cou- plings strongly aﬀects the band narrowing and the mobil- ity as function of the temperature. The band narrowing has a polaronic origin but it is strongly dependent on the non local el-ph coupling.",21/10.1103/PhysRevB.84.014303
12/271,Carriers in the conduction and valence bands are believed to be stabilized as large polarons formed through the coupling with the ensemble of po- lar cations [10].,Interactions between the cations and the charge carri- ers cause favorable transport properties of hybrid LHPs that triggered their fast rise as unique materials for pho- tovoltaics [9]. Carriers in the conduction and valence bands are believed to be stabilized as large polarons formed through the coupling with the ensemble of po- lar cations [10].,140/10.1103/PhysRevB.105.174304
15/271,"A possible reason is that the local orientational ordering of cations distorts the inorganic lattice, which makes the bandgap indirect, decreasing carrier recombination rate [12].","The electron-hole recombination is rather slow in hybrid LHPs [2], which is also interpreted as the eﬀect of cation dynamics. A possible reason is that the local orientational ordering of cations distorts the inorganic lattice, which makes the bandgap indirect, decreasing carrier recombination rate [12].",140/10.1103/PhysRevB.105.174304
68/271,This temporal proﬁle was mea- sured via electro-optic detection of an attenuated tera- hertz pulse in a ZnTe crystal.,The inset illustrates time dependence of the pump electric ﬁeld ETHz(t). This temporal proﬁle was mea- sured via electro-optic detection of an attenuated tera- hertz pulse in a ZnTe crystal.,140/10.1103/PhysRevB.105.174304
188/271,"[2] T. M. Brenner, D. A. Egger, L. Kronik, G. Hodes and D. Cahen, Hybrid organic-inorganic perovskites: low-cost semiconductors with intriguing charge-transport proper- ties, Nat. Rev. Mater. 1, 15007 (2016).","[1] T. Baikie, Y. Fang, J. M. Kadro, M. Schreyer, F. Wei, S. G. Mhaisalkar, M. Graetzeld and T. J. White, Syn- thesis and crystal chemistry of the hybrid perovskite CH3NH3PbI3 for solid-state sensitised solar cell appli- cations, J. Mater. Chem. A 1, 5628 (2013). [2] T. M. Brenner, D. A. Egger, L. Kronik, G. Hodes and D. Cahen, Hybrid organic-inorganic perovskites: low-cost semiconductors with intriguing charge-transport proper- ties, Nat. Rev. Mater. 1, 15007 (2016).",140/10.1103/PhysRevB.105.174304
200/271,"[10] X.-Y. Zhu, and V. Podzorov, Charge Carriers in Hy- brid Organic–Inorganic Lead Halide Perovskites Might Be Protected as Large Polarons, . Phys. Chem. Lett.","Rev. 119 3036–3103 (2019). [10] X.-Y. Zhu, and V. Podzorov, Charge Carriers in Hy- brid Organic–Inorganic Lead Halide Perovskites Might Be Protected as Large Polarons, . Phys. Chem. Lett.",140/10.1103/PhysRevB.105.174304
237/271,"[33] M. S. Alias, I. Dursun, M. I. Saidaminov, E. M. Diallo, P. Mishra, T. K. Ng, O. M. Bakr, and B. S. Ooi, Optical constants of CH3NH3PbBr3 perovskite thin ﬁlms mea- sured by spectroscopic ellipsometry, Opt.","Rev. B 97, 214304 (2018). [33] M. S. Alias, I. Dursun, M. I. Saidaminov, E. M. Diallo, P. Mishra, T. K. Ng, O. M. Bakr, and B. S. Ooi, Optical constants of CH3NH3PbBr3 perovskite thin ﬁlms mea- sured by spectroscopic ellipsometry, Opt.",140/10.1103/PhysRevB.105.174304
1/208,"With ultrafast photoexcitation, two critical excitation ﬂuences that correspond to two ultrafast electronic phase transitions were found only in the dyz-orbit-derived band near the Brillouin-zone center within our time and energy resolution.","Anomalous contribution to the nematic electronic states from the structural transition in FeSe revealed by time- and angle-resolved photoemission spectroscopy Yuanyuan Yang,1 Qisi Wang,2 Shaofeng Duan,1 Hongliang Wo,2 Chaozhi Huang,1 Shichong Wang,1 Lingxiao Gu,1 Dao Xiang,3, 4 Dong Qian,1, 4, 5 Jun Zhao,2, 6 and Wentao Zhang1, 4, 5, ∗ 1Key Laboratory of Artiﬁcial Structures and Quantum Control (Ministry of Education), Shenyang National Laboratory for Materials Science, School of Physics and Astronomy, Shanghai Jiao Tong University, Shanghai 200240, China 2State Key Laboratory of Surface Physics and Department of Physics, Fudan University, Shanghai 200433, China 3Key Laboratory for Laser Plasmas (Ministry of Education), School of Physics and Astronomy, Shanghai Jiao Tong University, Shanghai 200240, China 4Tsung-Dao Lee Institute, Shanghai Jiao Tong University, Shanghai 200240, China 5Collaborative Innovation Center of Advanced Microstructures, Nanjing University, Nanjing 210093, China 6Institute of Nanoelectronics and Quantum Computing, Fudan University, Shanghai 200433, China (Dated: June 15, 2022) High-resolution time- and angle-resolved photoemission measurements were made on FeSe superconductors. With ultrafast photoexcitation, two critical excitation ﬂuences that correspond to two ultrafast electronic phase transitions were found only in the dyz-orbit-derived band near the Brillouin-zone center within our time and energy resolution.",183/10.1103/PhysRevLett.128.246401
3/208,"Our observations strongly suggest that the electronic phase transition at 120 K must be taken into account in the energy band development of FeSe, and, further- more, the contribution of the structural transition plays an important role in the nematic phase of iron-based high-temperature superconductors.","Upon comparison to the detailed temperature dependent measurements, we conclude that there are two equilibrium electronic phase transitions (at approximately 90 and 120 K) above the superconduct- ing transition temperature, and an anomalous contribution on the scale of 10 meV to the nematic states from the structural transition is experimentally determined. Our observations strongly suggest that the electronic phase transition at 120 K must be taken into account in the energy band development of FeSe, and, further- more, the contribution of the structural transition plays an important role in the nematic phase of iron-based high-temperature superconductors.",183/10.1103/PhysRevLett.128.246401
7/208,"However, there is still a lack of evidence of a purely electronic (nematic) phase transi- tion, and how much the structural transition contributes to the band renormalization is still not clear experimentally.","The electronic nematic phase can be a result of the tetragonal-to-orthorhombic struc- tural phase transition, orbital correlation, or the set-in of mag- netic order, and early theoretical and experimental work sug- gested that the tetragonal-to-orthorhombic lattice distortion may be too small to drive the nematic electronic properties, such as in-plane resistivity [7–12]. However, there is still a lack of evidence of a purely electronic (nematic) phase transi- tion, and how much the structural transition contributes to the band renormalization is still not clear experimentally.",183/10.1103/PhysRevLett.128.246401
11/208,"Taking advantage of ultrafast experiments by us- ing strong ultrafast photon pulses to excite only the electronic states, retaining the preserved orthorhombic lattice structure, it is possible to drive only the electronic phase transitions in an ultrafast manner without deforming the crystal lattice [27, 28].","As most charac- teristics of nematic order are measured at thermal equilibrium conditions [19–26], it is difﬁcult to differentiate the nematic electronic order from that of the structural transition and deter- mine the contribution to the nematic states from the structural transition. Taking advantage of ultrafast experiments by us- ing strong ultrafast photon pulses to excite only the electronic states, retaining the preserved orthorhombic lattice structure, it is possible to drive only the electronic phase transitions in an ultrafast manner without deforming the crystal lattice [27, 28].",183/10.1103/PhysRevLett.128.246401
14/208,"In particular, with improved energy and pump ﬂu- ence resolution [29], we demonstrate that the response of the electronic structure at several hundred femtoseconds after ul- trafast photoexcitation exhibits a three-excitation-regime be- havior with two critical excitation ﬂuences of Fc1 ≈0.06 and Fc2 ≈0.2 mJ/cm2 only in the dyz-orbit-derived band within resolution, consistent with two equilibrium phase transitions found in the temperature dependent measurement.","In this Letter, we report two ultrafast purely electronic phase transitions and two equilibrium phase transitions above the superconducting transition temperature in FeSe revealed by time- and angle-resolved photoemission spectroscopy (trARPES). In particular, with improved energy and pump ﬂu- ence resolution [29], we demonstrate that the response of the electronic structure at several hundred femtoseconds after ul- trafast photoexcitation exhibits a three-excitation-regime be- havior with two critical excitation ﬂuences of Fc1 ≈0.06 and Fc2 ≈0.2 mJ/cm2 only in the dyz-orbit-derived band within resolution, consistent with two equilibrium phase transitions found in the temperature dependent measurement.",183/10.1103/PhysRevLett.128.246401
20/208,"Blue, red, and orange dashed lines are the guides to show the equilibrium bands of dxz, dyz, and dz2.","(b) Corresponding second-derivative images from (a). Blue, red, and orange dashed lines are the guides to show the equilibrium bands of dxz, dyz, and dz2.",183/10.1103/PhysRevLett.128.246401
24/208,(e) Integrated band intensities from (c) and (d) as function of pump ﬂuence for three measured bands.,The ﬂuence of each EDC is represented by the corresponding color shown in (e). (e) Integrated band intensities from (c) and (d) as function of pump ﬂuence for three measured bands.,183/10.1103/PhysRevLett.128.246401
26/208,"The energy and time resolution are 16.3 meV and 113 fs respectively, giving a time-bandwidth prod- uct of approximately 1840 meV·fs, close to the physical limit for Gaussion pulses.","with a photon energy hν = 1.77 eV and repetition rate of 500 kHz drive the sample into non-equilibrium states [30], and ultraviolet probe pulses (6.05 eV, s-polarized) subsequently photoemit electrons. The energy and time resolution are 16.3 meV and 113 fs respectively, giving a time-bandwidth prod- uct of approximately 1840 meV·fs, close to the physical limit for Gaussion pulses.",183/10.1103/PhysRevLett.128.246401
31/208,"With a low pump ﬂu- ence of 0.025 mJ/cm2, photoemission spectra at 0.2 ps after photoexcitation show an up-shift of the dyz and a down-shift of the dxz band, which are more remarkable upon enhancing the pump ﬂuence up to 0.15 mJ/cm2.","All trARPES measurements were taken at an equilib- rium temperature of approximately 4.5 K. Equilibrium photoemission spectra probed by the 6.05-eV laser demonstrate three bands [32, 33], including one hole- like band (dxz) crossing the Fermi level, another band (dyz) with its top at approximately -20 meV, and one ﬂat band (dz2) located at -0.2 eV (Figs. 1(a) and (b)). With a low pump ﬂu- ence of 0.025 mJ/cm2, photoemission spectra at 0.2 ps after photoexcitation show an up-shift of the dyz and a down-shift of the dxz band, which are more remarkable upon enhancing the pump ﬂuence up to 0.15 mJ/cm2.",183/10.1103/PhysRevLett.128.246401
32/208,"At the highest pump ﬂuence of 0.4 mJ/cm2 that was measured, the dxz band shifts downwards further, but the dyz band shifts to higher binding energy, opposite to that at low pump ﬂuences.","With a low pump ﬂu- ence of 0.025 mJ/cm2, photoemission spectra at 0.2 ps after photoexcitation show an up-shift of the dyz and a down-shift of the dxz band, which are more remarkable upon enhancing the pump ﬂuence up to 0.15 mJ/cm2. At the highest pump ﬂuence of 0.4 mJ/cm2 that was measured, the dxz band shifts downwards further, but the dyz band shifts to higher binding energy, opposite to that at low pump ﬂuences.",183/10.1103/PhysRevLett.128.246401
34/208,"Around a pump ﬂuence of approximately 0.06 mJ/cm2 (Fc1), there are apparent changes of the slope of the photoemission in- tensity as a function of pump ﬂuence for both the dxz and dyz bands (Fig. 1(e)).","The aforemen- tioned observation can be directly evidenced in the ﬂuence- dependent energy distribution curves (EDCs) at correspond- ing momentum (dyz in Fig. 1(c) and dxz in Fig. 1(d)). Around a pump ﬂuence of approximately 0.06 mJ/cm2 (Fc1), there are apparent changes of the slope of the photoemission in- tensity as a function of pump ﬂuence for both the dxz and dyz bands (Fig. 1(e)).",183/10.1103/PhysRevLett.128.246401
38/208,The observed critical pump ﬂuences at Fc1 and Fc2 are also evidenced in the ultrafast energy-band shifts (Fig. 2).,We attribute the Fc1 feature to the critical pump ﬂuence that destroys the electronic nematic order and the Fc2 feature to another electronic phase transition as dis- cussed below. The observed critical pump ﬂuences at Fc1 and Fc2 are also evidenced in the ultrafast energy-band shifts (Fig. 2).,183/10.1103/PhysRevLett.128.246401
