original_index,positive_sentences,integrated_sentences,doi
1681/2115,"Shi, L., Li, Y., Wu, C. & Dai, Y. Preparation, formation mechanism and photoelectric  properties of well-aligned CuSbS2 nanowires. J. Alloys Compd.","Interfaces 9, 4667–4673 (2017). 215. Shi, L., Li, Y., Wu, C. & Dai, Y. Preparation, formation mechanism and photoelectric  properties of well-aligned CuSbS2 nanowires. J. Alloys Compd.",123/10.1088/1361-6528/abcf6d
1689/2115,"Banu, S., Ahn, S. J., Ahn, S. K., Yoon, K. & Cho, A. Fabrication and characterization  of cost-efficient CuSbS2 thin film solar cells using hybrid inks. Sol. Energy Mater. Sol.","Thin  Solid Films 550, 700–704 (2014). 219. Banu, S., Ahn, S. J., Ahn, S. K., Yoon, K. & Cho, A. Fabrication and characterization  of cost-efficient CuSbS2 thin film solar cells using hybrid inks. Sol. Energy Mater. Sol.",123/10.1088/1361-6528/abcf6d
1693/2115,"Yang, B. et al. CuSbS2 as a promising earth-abundant photovoltaic absorber material:  A combined theoretical and experimental study. Chem. Mater.","Thin  Solid Films 519, 7438–7443 (2011). 221. Yang, B. et al. CuSbS2 as a promising earth-abundant photovoltaic absorber material:  A combined theoretical and experimental study. Chem. Mater.",123/10.1088/1361-6528/abcf6d
1697/2115,"de Souza Lucas, F. W. et al. Effects of thermochemical treatment on CuSbS2145 photovoltaic absorber quality and solar cell reproducibility. J. Phys. Chem.","C 4, 6230–6233 (2016). 223. de Souza Lucas, F. W. et al. Effects of thermochemical treatment on CuSbS2145 photovoltaic absorber quality and solar cell reproducibility. J. Phys. Chem.",123/10.1088/1361-6528/abcf6d
1699/2115,"Birkett, M. et al. Band gap temperature-dependence and exciton-like state in copper  antimony sulphide, CuSbS2. APL Mater. 6, 84904 (2018). 225.","C 120,  18377–18385 (2016). 224. Birkett, M. et al. Band gap temperature-dependence and exciton-like state in copper  antimony sulphide, CuSbS2. APL Mater. 6, 84904 (2018). 225.",123/10.1088/1361-6528/abcf6d
1710/2115,"Welch, A. W. et al. Trade-offs in thin film solar cells with layered chalcostibite  photovoltaic absorbers. Adv. Energy Mater. 7, 1601935 (2017). 231.","RSC Adv. 6, 99297–99305 (2016). 230. Welch, A. W. et al. Trade-offs in thin film solar cells with layered chalcostibite  photovoltaic absorbers. Adv. Energy Mater. 7, 1601935 (2017). 231.",123/10.1088/1361-6528/abcf6d
1711/2115,"Tiwari, K. J., Vinod, V., Subrahmanyam, A. & Malar, P. Growth and characterization  of chalcostibite CuSbSe2 thin films for photovoltaic application. Appl. Surf.","Welch, A. W. et al. Trade-offs in thin film solar cells with layered chalcostibite  photovoltaic absorbers. Adv. Energy Mater. 7, 1601935 (2017). 231. Tiwari, K. J., Vinod, V., Subrahmanyam, A. & Malar, P. Growth and characterization  of chalcostibite CuSbSe2 thin films for photovoltaic application. Appl. Surf.",123/10.1088/1361-6528/abcf6d
1713/2115,"Zhang, D. et al. Ternary CuSbSe 2 chalcostibite: facile synthesis, electronic-structure  and thermoelectric performance enhancement. J. Mater. Chem.","Sci. 418,  216–224 (2017). 232. Zhang, D. et al. Ternary CuSbSe 2 chalcostibite: facile synthesis, electronic-structure  and thermoelectric performance enhancement. J. Mater. Chem.",123/10.1088/1361-6528/abcf6d
1715/2115,"Xue, D. J. et al. CuSbSe2 as a Potential Photovoltaic Absorber Material: Studies from  Theory to Experiment. Adv. Energy Mater.","A 4, 4188–4193  (2016). 233. Xue, D. J. et al. CuSbSe2 as a Potential Photovoltaic Absorber Material: Studies from  Theory to Experiment. Adv. Energy Mater.",123/10.1088/1361-6528/abcf6d
1717/2115,"Peccerillo, E. & Durose, K. Copper–antimony and copper–bismuth chalcogenides— Research opportunities and review for solar photovoltaics. MRS Energy Sustain. 5, 1– 59 (2018). 235.","5, 1–9 (2015).146 234. Peccerillo, E. & Durose, K. Copper–antimony and copper–bismuth chalcogenides— Research opportunities and review for solar photovoltaics. MRS Energy Sustain. 5, 1– 59 (2018). 235.",123/10.1088/1361-6528/abcf6d
1718/2115,"Ohno, N., Yoshida, M., Nakamura, K. & Nakai, Y. Photoluminescence of indium  iodide. Solid State Commun. 35, 775–779 (1980). 236.","Peccerillo, E. & Durose, K. Copper–antimony and copper–bismuth chalcogenides— Research opportunities and review for solar photovoltaics. MRS Energy Sustain. 5, 1– 59 (2018). 235. Ohno, N., Yoshida, M., Nakamura, K. & Nakai, Y. Photoluminescence of indium  iodide. Solid State Commun. 35, 775–779 (1980). 236.",123/10.1088/1361-6528/abcf6d
1719/2115,"Xiao, M. et al. Symmetry-Reduction Enhanced Polarization-Sensitive Photodetection  in Core--Shell SbI3/Sb2O3 van der Waals Heterostructure.","Ohno, N., Yoshida, M., Nakamura, K. & Nakai, Y. Photoluminescence of indium  iodide. Solid State Commun. 35, 775–779 (1980). 236. Xiao, M. et al. Symmetry-Reduction Enhanced Polarization-Sensitive Photodetection  in Core--Shell SbI3/Sb2O3 van der Waals Heterostructure.",123/10.1088/1361-6528/abcf6d
1728/2115,"Brandt, R. E. et al. Investigation of bismuth triiodide (BiI3) for photovoltaic  applications. J. Phys. Chem. Lett.","Phys.  109, 113518 (2011). 239. Brandt, R. E. et al. Investigation of bismuth triiodide (BiI3) for photovoltaic  applications. J. Phys. Chem. Lett.",123/10.1088/1361-6528/abcf6d
1733/2115,"Hamdeh, U. H. et al. Solution-processed BiI3 thin films for photovoltaic applications:  Improved carrier collection via solvent annealing. Chem. Mater.","Growth 156, 221–226 (1995). 241. Hamdeh, U. H. et al. Solution-processed BiI3 thin films for photovoltaic applications:  Improved carrier collection via solvent annealing. Chem. Mater.",123/10.1088/1361-6528/abcf6d
1735/2115,"Podraza, N. J. et al. Band gap and structure of single crystal BiI3: Resolving  discrepancies in literature. J. Appl.","28, 6567–6574  (2016). 242. Podraza, N. J. et al. Band gap and structure of single crystal BiI3: Resolving  discrepancies in literature. J. Appl.",123/10.1088/1361-6528/abcf6d
1742/2115,"Lintereur, A. T., Qiu, W., Nino, J. C. & Baciak, J. Characterization of bismuth tri- iodide single crystals for wide band-gap semiconductor radiation detectors. Nucl.","Sci.  51, 96–100 (2004). 245. Lintereur, A. T., Qiu, W., Nino, J. C. & Baciak, J. Characterization of bismuth tri- iodide single crystals for wide band-gap semiconductor radiation detectors. Nucl.",123/10.1088/1361-6528/abcf6d
1750/2115,"K\\kepińska, M., Nowak, M., Duka, P., Kotyczka-Morańska, M. & Szperlich, P.  Optical properties of SbI3 single crystalline platelets. Opt. Mater. (Amst).","Rev. B 82, 45203 (2010). 248. K\\kepińska, M., Nowak, M., Duka, P., Kotyczka-Morańska, M. & Szperlich, P.  Optical properties of SbI3 single crystalline platelets. Opt. Mater. (Amst).",123/10.1088/1361-6528/abcf6d
1752/2115,"Virko, S. V, Motsnyi, F. V & Telbiz, G. M. Absorption diagnostics of quantum size  effect on the excited states of SbI3 clusters in FAU zeolite.","33, 1753– 1759 (2011). 249. Virko, S. V, Motsnyi, F. V & Telbiz, G. M. Absorption diagnostics of quantum size  effect on the excited states of SbI3 clusters in FAU zeolite.",123/10.1088/1361-6528/abcf6d
1756/2115,"Zeng, W. et al. Synthesis of large-area atomically thin BiOI crystals with highly  sensitive and controllable photodetection. Adv. Funct. Mater. 29, 1900129 (2019). 252.","Vacuum 82, 561–565 (2008). 251. Zeng, W. et al. Synthesis of large-area atomically thin BiOI crystals with highly  sensitive and controllable photodetection. Adv. Funct. Mater. 29, 1900129 (2019). 252.",123/10.1088/1361-6528/abcf6d
1757/2115,"Dai, W.-W. & Zhao, Z.-Y. Electronic structure and optical properties of BiOI as a  photocatalyst driven by visible light.","Zeng, W. et al. Synthesis of large-area atomically thin BiOI crystals with highly  sensitive and controllable photodetection. Adv. Funct. Mater. 29, 1900129 (2019). 252. Dai, W.-W. & Zhao, Z.-Y. Electronic structure and optical properties of BiOI as a  photocatalyst driven by visible light.",123/10.1088/1361-6528/abcf6d
1762/2115,"Bhachu, D. S. et al. Bismuth oxyhalides: synthesis, structure and photoelectrochemical  activity. Chem.","Hoye, R. L. Z. et al. Strongly Enhanced Photovoltaic Performance and Defect Physics  of Air-Stable Bismuth Oxyiodide (BiOI). Adv. Mater. 29, 1702176 (2017). 255. Bhachu, D. S. et al. Bismuth oxyhalides: synthesis, structure and photoelectrochemical  activity. Chem.",123/10.1088/1361-6528/abcf6d
1767/2115,"Ahmmad, B., Kurawaki, J., Ohkubo, T. & Hirose, F. TiO2/TaON-and TiO2/BiOI- Based Solid-State Solar Cells.","Jagt, R. A. et al. Controlling the preferred orientation of layered BiOI solar absorbers. J. Mater. Chem. C (2020). 258. Ahmmad, B., Kurawaki, J., Ohkubo, T. & Hirose, F. TiO2/TaON-and TiO2/BiOI- Based Solid-State Solar Cells.",123/10.1088/1361-6528/abcf6d
1769/2115,"Huq, T. et al. Electronic structure and optoelectronic properties of bismuth Ooxyiodide  robust against percent-level iodine-, oxygen-and bismuth-related surface defects. 260.","J. Energy Eng. 139, 338–342 (2013). 259. Huq, T. et al. Electronic structure and optoelectronic properties of bismuth Ooxyiodide  robust against percent-level iodine-, oxygen-and bismuth-related surface defects. 260.",123/10.1088/1361-6528/abcf6d
1770/2115,"Tiwari, D., Cardoso-Delgado, F., Alibhai, D., Mombrú, M. & Ferm\\’\\in, D. J.  Photovoltaic Performance of Phase-Pure Orthorhombic BiSI Thin-Films. ACS Appl. Energy Mater.","Huq, T. et al. Electronic structure and optoelectronic properties of bismuth Ooxyiodide  robust against percent-level iodine-, oxygen-and bismuth-related surface defects. 260. Tiwari, D., Cardoso-Delgado, F., Alibhai, D., Mombrú, M. & Ferm\\’\\in, D. J.  Photovoltaic Performance of Phase-Pure Orthorhombic BiSI Thin-Films. ACS Appl. Energy Mater.",123/10.1088/1361-6528/abcf6d
1772/2115,"Hahn, N. T., Self, J. L. & Mullins, C. B. BiSI micro-rod thin films: efficient solar  absorber electrodes? J. Phys. Chem. Lett.","2, 3878–3885 (2019). 261. Hahn, N. T., Self, J. L. & Mullins, C. B. BiSI micro-rod thin films: efficient solar  absorber electrodes? J. Phys. Chem. Lett.",123/10.1088/1361-6528/abcf6d
1788/2115,"Nie, R. et al. Efficient Solar Cells Based on Light-Harvesting Antimony Sulfoiodide. Adv. Energy Mater. 8, 1701901 (2018). 271.","Wang, C. et al. Synthesis of novel SbSI nanorods by a hydrothermal method. Inorg. Chem. Commun. 4, 339–341 (2001). 270. Nie, R. et al. Efficient Solar Cells Based on Light-Harvesting Antimony Sulfoiodide. Adv. Energy Mater. 8, 1701901 (2018). 271.",123/10.1088/1361-6528/abcf6d
1789/2115,"Hyun, S.-C. et al. Optical properties of undoped and chromium-doped V A-VI A-VII  A single crystals. J. Mater.","Nie, R. et al. Efficient Solar Cells Based on Light-Harvesting Antimony Sulfoiodide. Adv. Energy Mater. 8, 1701901 (2018). 271. Hyun, S.-C. et al. Optical properties of undoped and chromium-doped V A-VI A-VII  A single crystals. J. Mater.",123/10.1088/1361-6528/abcf6d
1793/2115,"Butler, K. T. et al. Quasi-particle electronic band structure and alignment of the V-VI- VII semiconductors SbSI, SbSBr, and SbSeI for solar cells. Appl. Phys. Lett.","Japan 20, 1886–1888 (1965). 273. Butler, K. T. et al. Quasi-particle electronic band structure and alignment of the V-VI- VII semiconductors SbSI, SbSBr, and SbSeI for solar cells. Appl. Phys. Lett.",123/10.1088/1361-6528/abcf6d
1797/2115,"Nako, K. & Balkanski, M. Electronic band structures of SbSI in the para-and  ferroelectric phases. Phys.","16, 398–401  (2009).150 275. Nako, K. & Balkanski, M. Electronic band structures of SbSI in the para-and  ferroelectric phases. Phys.",123/10.1088/1361-6528/abcf6d
1799/2115,"Steele, J. A. et al. Giant Electron–Phonon Coupling and Deep Conduction Band  Resonance in Metal Halide Double Perovskite.","Rev. B 8, 5759 (1973). 276. Steele, J. A. et al. Giant Electron–Phonon Coupling and Deep Conduction Band  Resonance in Metal Halide Double Perovskite.",123/10.1088/1361-6528/abcf6d
1801/2115,"Luo, J. et al. Efficient and stable emission of warm-white light from lead-free halide  double perovskites.","ACS Nano 12, 8081–8090 (2018). 277. Luo, J. et al. Efficient and stable emission of warm-white light from lead-free halide  double perovskites.",123/10.1088/1361-6528/abcf6d
1807/2115,"Wolf, C., Cho, H., Kim, Y.-H. & Lee, T.-W. Polaronic Charge Carrier--Lattice  Interactions in Lead Halide Perovskites.","32 (Springer Science & Business  Media, 2013). 281. Wolf, C., Cho, H., Kim, Y.-H. & Lee, T.-W. Polaronic Charge Carrier--Lattice  Interactions in Lead Halide Perovskites.",123/10.1088/1361-6528/abcf6d
1809/2115,"Zelewski, S. J. et al. Revealing the nature of photoluminescence emission in the metal- halide double perovskite Cs2AgBiBr6. J. Mater. Chem.","ChemSusChem 10, 3705–3711 (2017). 282. Zelewski, S. J. et al. Revealing the nature of photoluminescence emission in the metal- halide double perovskite Cs2AgBiBr6. J. Mater. Chem.",123/10.1088/1361-6528/abcf6d
1813/2115,"Zhang, L. et al. Tuning Emission and Electron--Phonon Coupling in Lead-Free Halide  Double Perovskite Cs2AgBiCl6 under Pressure. ACS Energy Lett.","Res. 51, 619–627 (2018). 284. Zhang, L. et al. Tuning Emission and Electron--Phonon Coupling in Lead-Free Halide  Double Perovskite Cs2AgBiCl6 under Pressure. ACS Energy Lett.",123/10.1088/1361-6528/abcf6d
1815/2115,"Li, Q. et al. Hexagonal MASnI3 exhibiting strong absorption of ultraviolet photons. Appl. Phys. Lett. 114, 101906 (2019). 286.","4, 2975–2982  (2019). 285. Li, Q. et al. Hexagonal MASnI3 exhibiting strong absorption of ultraviolet photons. Appl. Phys. Lett. 114, 101906 (2019). 286.",123/10.1088/1361-6528/abcf6d
1816/2115,"Ke, W. et al. Efficient lead-free solar cells based on hollow {en}MASnI3 perovskites.151 J. Am. Chem. Soc.","Li, Q. et al. Hexagonal MASnI3 exhibiting strong absorption of ultraviolet photons. Appl. Phys. Lett. 114, 101906 (2019). 286. Ke, W. et al. Efficient lead-free solar cells based on hollow {en}MASnI3 perovskites.151 J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1818/2115,"Takahashi, Y. Y., Hasegawa, H., Takahashi, Y. Y. & Inabe, T. Hall mobility in tin  iodide perovskite CH3NH3SnI3: Evidence for a doped semiconductor.","139, 14800–14806 (2017). 287. Takahashi, Y. Y., Hasegawa, H., Takahashi, Y. Y. & Inabe, T. Hall mobility in tin  iodide perovskite CH3NH3SnI3: Evidence for a doped semiconductor.",123/10.1088/1361-6528/abcf6d
1820/2115,"Peng, L. & Xie, W. Theoretical and experimental investigations on the bulk  photovoltaic effect in lead-free perovskites MASnI3 and FASnI3.","J. Solid State  Chem. 205, 39–43 (2013). 288. Peng, L. & Xie, W. Theoretical and experimental investigations on the bulk  photovoltaic effect in lead-free perovskites MASnI3 and FASnI3.",123/10.1088/1361-6528/abcf6d
1825/2115,"Huang, L. Y. & Lambrecht, W. R. L. L. Electronic band structure, phonons, and  exciton binding energies of halide perovskites CsSnCl3, CsSnBr3, and CsSnI3.","Jiang, X. et al. Ultra-high open-circuit voltage of tin perovskite solar cells via an  electron transporting layer design. Nat. Commun. 11, 1–7 (2020). 291. Huang, L. Y. & Lambrecht, W. R. L. L. Electronic band structure, phonons, and  exciton binding energies of halide perovskites CsSnCl3, CsSnBr3, and CsSnI3.",123/10.1088/1361-6528/abcf6d
1829/2115,"Lu, X. et al. First-principles insight into the photoelectronic properties of Ge-based  perovskites.","Rev. B 91, 144107 (2015). 293. Lu, X. et al. First-principles insight into the photoelectronic properties of Ge-based  perovskites.",123/10.1088/1361-6528/abcf6d
1831/2115,"Zhou, J. et al. Composition design, optical gap and stability investigations of lead-free  halide double perovskite Cs2AgInCl6. J. Mater. Chem.","RSC Adv. 6, 86976–86981 (2016). 294. Zhou, J. et al. Composition design, optical gap and stability investigations of lead-free  halide double perovskite Cs2AgInCl6. J. Mater. Chem.",123/10.1088/1361-6528/abcf6d
1833/2115,"Filip, M. R., Hillman, S., Haghighirad, A. A., Snaith, H. J. & Giustino, F. Band Gaps  of the Lead-Free Halide Double Perovskites Cs2BiAgCl6 and Cs2BiAgBr6 from Theory  and Experiment. J. Phys. Chem. Lett.","A 5, 15031–15037 (2017). 295. Filip, M. R., Hillman, S., Haghighirad, A. A., Snaith, H. J. & Giustino, F. Band Gaps  of the Lead-Free Halide Double Perovskites Cs2BiAgCl6 and Cs2BiAgBr6 from Theory  and Experiment. J. Phys. Chem. Lett.",123/10.1088/1361-6528/abcf6d
1835/2115,"Yang, X. et al. Simultaneous Power Conversion Efficiency and Stability Enhancement  of Cs2AgBiBr6 Lead-Free Inorganic Perovskite Solar Cell through Adopting a152 Multifunctional Dye Interlayer. Adv. Funct. Mater. 30, 2001557 (2020). 297.","7, 2579–2585 (2016). 296. Yang, X. et al. Simultaneous Power Conversion Efficiency and Stability Enhancement  of Cs2AgBiBr6 Lead-Free Inorganic Perovskite Solar Cell through Adopting a152 Multifunctional Dye Interlayer. Adv. Funct. Mater. 30, 2001557 (2020). 297.",123/10.1088/1361-6528/abcf6d
1836/2115,"Slavney, A. H. et al. Defect-Induced Band-Edge Reconstruction of a Bismuth-Halide  Double Perovskite for Visible-Light Absorption. J. Am. Chem. Soc.","Yang, X. et al. Simultaneous Power Conversion Efficiency and Stability Enhancement  of Cs2AgBiBr6 Lead-Free Inorganic Perovskite Solar Cell through Adopting a152 Multifunctional Dye Interlayer. Adv. Funct. Mater. 30, 2001557 (2020). 297. Slavney, A. H. et al. Defect-Induced Band-Edge Reconstruction of a Bismuth-Halide  Double Perovskite for Visible-Light Absorption. J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1838/2115,"Zhao, S., Yamamoto, K., Iikubo, S., Hayase, S. & Ma, T. First-principles study of  electronic and optical properties of lead-free double perovskites Cs2NaBX6 (B= Sb,  Bi; X= Cl, Br, I). J. Phys. Chem.","139, 5015–5018  (2017). 298. Zhao, S., Yamamoto, K., Iikubo, S., Hayase, S. & Ma, T. First-principles study of  electronic and optical properties of lead-free double perovskites Cs2NaBX6 (B= Sb,  Bi; X= Cl, Br, I). J. Phys. Chem.",123/10.1088/1361-6528/abcf6d
1840/2115,"Volonakis, G. et al. Cs2InAgCl6: A New Lead-Free Halide Double Perovskite with  Direct Band Gap. J. Phys. Chem.","Solids 117, 117–121 (2018). 299. Volonakis, G. et al. Cs2InAgCl6: A New Lead-Free Halide Double Perovskite with  Direct Band Gap. J. Phys. Chem.",123/10.1088/1361-6528/abcf6d
1842/2115,"Cheng, P. et al. Combining theory and experiment in the design of a lead-free  ((CH3NH3)2AgBiI6) double perovskite. New J. Chem.","Lett. 8, 772–778 (2017). 300. Cheng, P. et al. Combining theory and experiment in the design of a lead-free  ((CH3NH3)2AgBiI6) double perovskite. New J. Chem.",123/10.1088/1361-6528/abcf6d
1844/2115,"Meyer, E., Mutukwa, D., Zingwe, N. & Taziwa, R. Lead-free halide double  perovskites: a review of the structural, optical, and stability properties as well as their  viability to replace lead halide perovskites. Metals (Basel). 8, 667 (2018). 302.","41, 9598–9601 (2017). 301. Meyer, E., Mutukwa, D., Zingwe, N. & Taziwa, R. Lead-free halide double  perovskites: a review of the structural, optical, and stability properties as well as their  viability to replace lead halide perovskites. Metals (Basel). 8, 667 (2018). 302.",123/10.1088/1361-6528/abcf6d
1847/2115,"Pazoki, M. et al. Bismuth iodide perovskite materials for solar cell applications:  electronic structure, optical transitions, and directional charge transport. J. Phys. Chem.","Nano Energy 49, 614–624 (2018). 303. Pazoki, M. et al. Bismuth iodide perovskite materials for solar cell applications:  electronic structure, optical transitions, and directional charge transport. J. Phys. Chem.",123/10.1088/1361-6528/abcf6d
1853/2115,"Harikesh, P. C. et al. Rb as an Alternative Cation for Templating Inorganic Lead-Free  Perovskites for Solution Processed Photovoltaics. Chem. Mater.","Hebig, J.-C., Kühn, I., Flohre, J. & Kirchartz, T. Optoelectronic properties of153 (CH3NH3)3Sb2I9 thin films for photovoltaic applications. ACS Energy Lett. 1, 309–314  (2016). 307. Harikesh, P. C. et al. Rb as an Alternative Cation for Templating Inorganic Lead-Free  Perovskites for Solution Processed Photovoltaics. Chem. Mater.",123/10.1088/1361-6528/abcf6d
1856/2115,"Weber, S. et al. Influence of the iodide to bromide ratio on crystallographic and  optoelectronic properties of rubidium antimony halide perovskites. ACS Appl. Energy  Mater. 2, 539–547 (2018). 310.","Johnston, A. et al. Narrow Emission from Rb3Sb2I9 Nanoparticles. Adv. Opt. Mater. 8, 1901606 (2020). 309. Weber, S. et al. Influence of the iodide to bromide ratio on crystallographic and  optoelectronic properties of rubidium antimony halide perovskites. ACS Appl. Energy  Mater. 2, 539–547 (2018). 310.",123/10.1088/1361-6528/abcf6d
1857/2115,"Patterson, R. J. et al. Oxygen substitution and sulfur vacancies in NaBiS2: a Pb-free  candidate for solution processable solar cells.","Weber, S. et al. Influence of the iodide to bromide ratio on crystallographic and  optoelectronic properties of rubidium antimony halide perovskites. ACS Appl. Energy  Mater. 2, 539–547 (2018). 310. Patterson, R. J. et al. Oxygen substitution and sulfur vacancies in NaBiS2: a Pb-free  candidate for solution processable solar cells.",123/10.1088/1361-6528/abcf6d
1860/2115,An experimental  and theoretical study into NaSbS2 as an emerging solar absorber. J. Mater. Chem.,"Leung, W. W. W., Savory, C. N., Palgrave, R. G. & Scanlon, D. O. An experimental  and theoretical study into NaSbS2 as an emerging solar absorber. J. Mater. Chem.",123/10.1088/1361-6528/abcf6d
1862/2115,"Öberg, V. A., Johansson, M. B., Zhang, X. & Johansson, E. M. J. Cubic AgBiS2  Colloidal Nanocrystals for Solar Cells. ACS Appl. Nano Mater.","C 7,  2059–2067 (2019). 312. Öberg, V. A., Johansson, M. B., Zhang, X. & Johansson, E. M. J. Cubic AgBiS2  Colloidal Nanocrystals for Solar Cells. ACS Appl. Nano Mater.",123/10.1088/1361-6528/abcf6d
1864/2115,"313. Balc\\i, G. K. & Ayhan, S. Ab-initio calculations of structural, optical and electronic  properties of AgBiS2. Int. Adv. Res. Eng. J. 2, 1–8 (2018). 314.","3, 4014–4024 (2020). 313. Balc\\i, G. K. & Ayhan, S. Ab-initio calculations of structural, optical and electronic  properties of AgBiS2. Int. Adv. Res. Eng. J. 2, 1–8 (2018). 314.",123/10.1088/1361-6528/abcf6d
1865/2115,"Burgués-Ceballos, I., Wang, Y., Akgul, M. Z. & Konstantatos, G. Colloidal AgBiS2  nanocrystals with reduced recombination yield 6.4% power conversion efficiency in  solution-processed solar cells.","313. Balc\\i, G. K. & Ayhan, S. Ab-initio calculations of structural, optical and electronic  properties of AgBiS2. Int. Adv. Res. Eng. J. 2, 1–8 (2018). 314. Burgués-Ceballos, I., Wang, Y., Akgul, M. Z. & Konstantatos, G. Colloidal AgBiS2  nanocrystals with reduced recombination yield 6.4% power conversion efficiency in  solution-processed solar cells.",123/10.1088/1361-6528/abcf6d
1868/2115,"The investigation of154 crystal structure, elastic and optoelectronic properties of CuSbS2 and CuBiS2  compounds for photovoltaic applications. J. Alloys Compd.","Gassoumi, A., Alfaify, S., Nasr, T. Ben, Bouarissa, N. & others. The investigation of154 crystal structure, elastic and optoelectronic properties of CuSbS2 and CuBiS2  compounds for photovoltaic applications. J. Alloys Compd.",123/10.1088/1361-6528/abcf6d
1872/2115,"Temple, D. J., Kehoe, A. B., Allen, J. P., Watson, G. W. & Scanlon, D. O. Geometry,  electronic structure, and bonding in CuMCh2 (M= Sb, Bi; Ch= S, Se): Alternative  solar cell absorber materials? J. Phys. Chem.","30, 5539–5543 (2018). 317. Temple, D. J., Kehoe, A. B., Allen, J. P., Watson, G. W. & Scanlon, D. O. Geometry,  electronic structure, and bonding in CuMCh2 (M= Sb, Bi; Ch= S, Se): Alternative  solar cell absorber materials? J. Phys. Chem.",123/10.1088/1361-6528/abcf6d
1874/2115,"Liu, P. et al. Electronic structures and band alignments of monolayer metal trihalide  semiconductors MX 3. J. Mater. Chem.","C 116, 7334–7340 (2012). 318. Liu, P. et al. Electronic structures and band alignments of monolayer metal trihalide  semiconductors MX 3. J. Mater. Chem.",123/10.1088/1361-6528/abcf6d
1876/2115,"Tiwari, D., Alibhai, D. & Fermin, D. J. Above 600 mV open-circuit voltage BiI3 solar  cells. ACS Energy Lett.","C 5, 9066–9071 (2017). 319. Tiwari, D., Alibhai, D. & Fermin, D. J. Above 600 mV open-circuit voltage BiI3 solar  cells. ACS Energy Lett.",123/10.1088/1361-6528/abcf6d
1885/2115,"Choi, Y. C., Hwang, E. & Kim, D.-H. Controlled growth of SbSI thin films from  amorphous Sb2S3 for low-temperature solution processed chalcohalide solar cells. APL Mater. 6, 121108 (2018). 324.","Small Methods 4, 1900698 (2020). 323. Choi, Y. C., Hwang, E. & Kim, D.-H. Controlled growth of SbSI thin films from  amorphous Sb2S3 for low-temperature solution processed chalcohalide solar cells. APL Mater. 6, 121108 (2018). 324.",123/10.1088/1361-6528/abcf6d
1888/2115,"Kuhar, K. et al. Sulfide perovskites for solar energy conversion applications:  computational screening and synthesis of the selected compound LaYS 3. Energy155 Environ.","Ferroelectrics 284, 147–160 (2003). 325. Kuhar, K. et al. Sulfide perovskites for solar energy conversion applications:  computational screening and synthesis of the selected compound LaYS 3. Energy155 Environ.",123/10.1088/1361-6528/abcf6d
1894/2115,"Ke, W. et al. Dopant-free tetrakis-triphenylamine hole transporting material for  efficient tin-based perovskite solar cells. J. Am. Chem. Soc.","Zhu, Z., Chueh, C. C., Li, N., Mao, C. & Jen, A. K. Y. Realizing Efficient Lead-Free  Formamidinium Tin Triiodide Perovskite Solar Cells via a Sequential Deposition  Route. Adv. Mater. 30, 1–9 (2018). 329. Ke, W. et al. Dopant-free tetrakis-triphenylamine hole transporting material for  efficient tin-based perovskite solar cells. J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1897/2115,"Liao, Y. et al. Highly oriented low-dimensional tin halide perovskites with enhanced  stability and photovoltaic performance. J. Am. Chem. Soc.","Shao, S. et al. Highly reproducible Sn-based hybrid perovskite solar cells with 9%  efficiency. Adv. Energy Mater. 8, 1702019 (2018). 331. Liao, Y. et al. Highly oriented low-dimensional tin halide perovskites with enhanced  stability and photovoltaic performance. J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1899/2115,"Cao, D. H. et al. Thin films and solar cells based on semiconducting two-dimensional  ruddlesden--popper (CH3(CH2)3NH3)2(CH3NH3)2)3NH3)2(CH3NH3)n- 1SnnI3n<sub>+</sub. ACS Energy Lett. 2, 982–990 (2017). 333.","139, 6693–6699 (2017). 332. Cao, D. H. et al. Thin films and solar cells based on semiconducting two-dimensional  ruddlesden--popper (CH3(CH2)3NH3)2(CH3NH3)2)3NH3)2(CH3NH3)n- 1SnnI3n<sub>+</sub. ACS Energy Lett. 2, 982–990 (2017). 333.",123/10.1088/1361-6528/abcf6d
1900/2115,"Lee, S. J. et al. Fabrication of Efficient Formamidinium Tin Iodide Perovskite Solar  Cells through SnF2-Pyrazine Complex. J. Am. Chem. Soc.","Cao, D. H. et al. Thin films and solar cells based on semiconducting two-dimensional  ruddlesden--popper (CH3(CH2)3NH3)2(CH3NH3)2)3NH3)2(CH3NH3)n- 1SnnI3n<sub>+</sub. ACS Energy Lett. 2, 982–990 (2017). 333. Lee, S. J. et al. Fabrication of Efficient Formamidinium Tin Iodide Perovskite Solar  Cells through SnF2-Pyrazine Complex. J. Am. Chem. Soc.",123/10.1088/1361-6528/abcf6d
1904/2115,"Ghosh, B. et al. Limitations of Cs3Bi2I9 as lead-free photovoltaic absorber materials. ACS Appl. Mater.","Lett. 8, 4300–4307 (2017). 335. Ghosh, B. et al. Limitations of Cs3Bi2I9 as lead-free photovoltaic absorber materials. ACS Appl. Mater.",123/10.1088/1361-6528/abcf6d
